Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Disease CRF_Mpox
outcome,DIAGNOSIS,diagn_secondary_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1
outcome,DIAGNOSIS,diagn_additional,user_list,Additional diagnosis,,,,,outcome_Diseases,,,Refers to the additional diagnosis which were present at the time the patient sought care or develoeped during the admission.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1
outcome,DIAGNOSIS,diagn_additional_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1
outcome,DIAGNOSIS,diagn_additional2,user_list,Additional diagnosis,,,,,outcome_Diseases,,,Refers to the additional diagnosis which were present at the time the patient sought care or develoeped during the admission.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1
outcome,DIAGNOSIS,diagn_additional2_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1
outcome,DIAGNOSIS,diagn_influenza,radio,Influenza,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with the influenza virus during this patient's admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with influenza virus in this admission.,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_type,radio,Influenza type,"1, A-not typed | 2, A/H3N2 | 3, A/H1N1pdm09 | 4, A/H7N9 | 5, A/H5N1 | 6, B | 88, Other",,,,,,,Refers to the type of Influenza virus detected in this admission.,Select the single most appropriate option that represents the type of Influenza virus detected in this admission.,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_oth,text,Specify other influenza type,,,,,,,,Refers to the type of Influenza virus detected in this admission.,If 'Other' specify the type of Influenza virus detected in this admission.,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_resist,radio,If diagnosis is influenza: Oseltamivir resistance identified,"1, Yes | 0, No | 3, Not Tested | 99, Unknown",,,,,[diagn_primary] = '19' or [diagn_primary] = '20' or [diagn_primary] = '21' or [diagn_primary] = '22' or [diagn_primary] = '23' or [diagn_primary] = '24' or [diagn_primary] = '25' or [diagn_primary] = '26' or [diagn_secondary] = '19' or [diagn_secondary] = '20' or [diagn_secondary] = '21' or [diagn_secondary] = '22' or [diagn_secondary] = '23' or [diagn_secondary] = '24' or [diagn_secondary] = '25' or [diagn_secondary] = '26' or [diagn_additional] = '19' or [diagn_additional] = '20' or [diagn_additional] = '21' or [diagn_additional] = '22' or [diagn_additional] = '23' or [diagn_additional] = '24' or [diagn_additional] = '25' or [diagn_additional] = '26' or [diagn_additional2] = '19' or [diagn_additional2] = '20' or [diagn_additional2] = '21' or [diagn_additional2] = '22' or [diagn_additional2] = '23' or [diagn_additional2] = '24' or [diagn_additional2] = '25' or [diagn_additional2] = '26',,Refers to identification of Oseltamivir resistance.,Indicate 'Yes' if oseltamivir resistance was identified. ,,,,,,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_neurological,descriptive,Neurological complications,,,,,,,Nervous system,Defined as any complications of the nervous system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_strokecva,radio,Stroke / cerebrovascular accident,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Defined as a sudden loss of neurological function secondary to haemorrhage or ischemia in the brain parenchyma due to a vascular event. Stroke may be a clinical diagnosis, with or without supportive radiological findings.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"230690007, Cerebrovascular accident","C355476, Stroke",,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severeneuro,radio,Severe neurological disease,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"This refers to various neurological manifestations including meningitis, encephalitis, encephalopathy, acute symptomatic seizures, intracranial haemorrhage or stroke, and Guillain-Barre syndrome (GBS). Meningitis is an inflammatory disease of the leptomeninges, the tissues surrounding the brain and spinal cord, and is defined by an abnormal number of white blood cells in the cerebrospinal fluid (CSF) within an appropriate clinical context and with or without supportive radiological findings. Encephalitis refers to inflammation of the brain. In comparison with meningitis, in encephalitis, abnormalities in brain function are expected, including altered mental status, motor or sensory deficits, altered behaviour and personality changes, and speech or movement disorders. It is defined by an altered mental status lasting ?24 hours along with two of the following criteria: documented fever >/= 38°C (1.4°F); white blood cell count (WBC) in cerebrospinal fluid (CSF) >/= 5  cells/mm^3; generalized or partial seizures not fully attributable to a preexisting seizure disorder; new onset of focal neurological findings; presence of compatible acute lesion on neuroimaging; abnormality on electroencephalography that is consistent with encephalitis and not attributable to another cause. As outlined by the 213 International Encephalitis Consortium. Seizures are defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain. An established history of epilepsy is not required. Stroke refers to a sudden loss of neurological function secondary to haemorrhage or ischemia in the brain parenchyma due to a vascular event. Stroke may be a clinical diagnosis, with or without supportive radiological findings. Intracranial haemorrhage refers to haemorrhage/bleeding occurring within the skull. Intracranial haemorrhage encompasses four broad types of haemorrhage: epidural haemorrhage, subdural haemorrhage, subarachnoid haemorrhage, and intraparenchymal haemorrhage. Guillain-Barre syndrome refers to a rapidly progressive autoimmune disorder of the peripheral nervous system characterized by limb paraesthesia, areflexia, and generalized muscle weakness or paralysis that often begins in the legs and spreads to the arms, torso, and face. Required features include progressive weakness of the arms and/or legs, ranging from minimal weakness of the legs to total paralysis of all four limbs, and including the trunk, bulbar and facial muscles, and external ophthalmoplegia; and areflexia or decreased deep tendon reflexes in weak limbs. Supportive features include symptom progression over days to four weeks; Relatively symmetric, bilateral symptoms; Pain in the trunk or limbs; Cranial nerve symptoms or signs; Autonomic dysfunction; Sensory dysfunction that is mild; No fever at symptom onset; CSF with elevated protein and normal to mildly elevated leukocyte count (usually <5 cells/mm3); Electrodiagnostic abnormalities consistent with GBS; Recovery starting two to four weeks after progression halts.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,7180009 |Meningitis (disorder)| 45170000 |Encephalitis (disorder)| 81308009 |Disorder of brain (disorder)|41370002 |Myelitis (disorder)|230690007 |Cerebrovascular accident (disorder)|1386000 |Intracranial haemorrhage (disorder)|40956001 |Guillain-Barre syndrome (GBS) (disorder)|,,,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_respiratory,descriptive,Respiratory complications,,,,,,,Respiratory,Defined as any complications of the respiratory system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_viralpneum,radio,Viral pneumonia / pneumonitis,"1, Yes | 0, No | 99, Unknown",,,,,,Respiratory,"Defined as pneumonitis (pneumonia) that is believed to occur as a direct consequence of an infecting virus/infecting viruses. Viral pneumonitis may be a clinical diagnosis, with or without radiographic or histopathological evidence of lung consolidation. Although preferred, identification of the infecting viral species is not essential to make the diagnosis.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"75570004, Viral pneumonia","C3231, Viral pneumonia",,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_bacpneumo,radio,Bacterial pneumonia,"1, Yes | 0, No | 99, Unknown",,,,,,Respiratory,"Defined as pneumonia (pneumonitis) that is believed to occur as a direct consequence of infecting bacteria. It is an acute infection of the lung parenchyma caused by bacteria (e.g., Streptococcus pneumoniae, Haemophilus influenzae, Chlamydia pneumoniae, Mycoplasma pneumoniae, and Legionella pneumophila). Signs and symptoms include productive cough, fever, chills, shortness of breath, and chest pain. Bacterial pneumonia may be a clinical diagnosis, with or without radiographic or histopathological evidence of lung consolidation. Although preferred, identification of the infecting bacterial species is not essential to make the diagnosis.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"53084003, Bacterial pneumonia","C4626, Bacterial pneumonia",,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_bacpneumo_acq,radio,Bacterial pneumonia acquired,"1, Community acquired | 2, Hospital acquired | 3, Ventilator acquired | 99, Unknown",,,,,[compl_bacpneumo]='1',,"This refers to the setting in which the bacterial pneumonia was acquired: community, hospital, ventilator-associated, or unknown.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_fungpneumo,radio,Fungal pneumonia,"1, Yes | 0, No | 99, Unknown",,,,,,,"This refers to an infectious of the lungs caused by one or more endemic or opportunistic fungi. Examples of endemic fungi include Histoplasma capsulatum, Coccidioides immitis, Blastomyces dermatitidis, Paracoccidioides brasiliensis, Sporothrix schenckii, Cryptococcus neoformans and opportunistic fungi include Candida species, Aspergillus species, Mucor species.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_fungpneumo_acq,radio,Fungal pneumonia acquired,"1, Community acquired | 2, Hospital acquired | 3, Ventilator acquired | 99, Unknown",,,,,[compl_fungpneumo]='1',,"This refers to the setting in which the fungal pneumonia was acquired: community, hospital, ventilator-associated, or unknown.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_pneumothor,radio,Pneumothorax,"1, Yes | 0, No | 99, Unknown",,,,,,Respiratory,"Defined as the abnormal presence of air in the pleural cavity (between the lungs and the chest wall), causing collapse of the lung. It may be diagnosed clinically, usually with radiological confirmation.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"36118008, Pneumothorax","C3553768, Pneumothorax",,clinical_features,1,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_pleuraleff,radio,Pleural effusion,"1, Yes | 0, No | 99, Unknown",,,,,,Respiratory,"Defined as increased amounts of fluid within the pleural cavity. Symptoms include shortness of breath, cough, and chest pain. It is usually caused by lung infections, congestive heart failure, pleural and lung tumours, connective tissue disorders, and trauma. It may be diagnosed clinically, with or without radiological or interventional confirmation.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"60046008, Pleural effusion","C32227, Pleural effusion",,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_copneumoni,radio,Cryptogenic organising pneumonia (COP),"1, Yes | 0, No | 99, Unknown",,,,,,Respiratory,"This refers to an idiopathic diffuse interstitial lung disease, diagnosed radiologically (multiple consolidative or ground glass opacities) or histologically (granulation tissue and chronic inflammatory infiltrate in alveoli). Formerly known as bronchiolitis obliterans organizing pneumonia (BOOP).","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"719218000, Cryptogenic organizing pneumonia","C24277, Cryptogenic organizing pneumonia",,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_bronchioli,radio,Bronchiolitis,"1, Yes | 0, No | 99, Unknown",,,,,,Respiratory,"This refers to Inflammation of the bronchioles. In adults, bronchiolitis is a general term used to describe a nonspecific Inflammation of the bronchioles characterized by swelling of the bronchioles and mucus accumulation. It is usually caused by the respiratory syncytial virus and affects children. Signs and symptoms include coughing, wheezing, and shortness of breath. In the majority of cases, open or thoracoscopic lung biopsy is required to make a definitive diagnosis, although tissue confirmation may not be necessary in patients with a clear predisposition and typical radiological findings. In infants and children, bronchiolitis is defined as an illness in children <2 years of age, characterized by wheezing and airway obstruction due to primary infection or reinfection with a viral or bacterial pathogen, resulting in inflammation of the small airways/bronchioles. This is a clinical diagnosis, generally in children < 2 years old.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"4120002, Bronchiolitis","C6271, Bronchiolitis",,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_ards,radio,Acute Respiratory Distress Syndrome (ARDS),"1, Yes | 0, No | 99, Unknown",,,,,,Respiratory,"Acute respiratory distress syndrome (ARDS) is a non-cardiogenic pulmonary oedema and diffuse lung inflammation syndrome that often complicates critical illness. Diagnosis of ARDS is based on fulfilling three criteria: a) Acute onset (within 1 week) b) Bilateral opacities on chest radiography or computed tomography (CT), or bilateral B lines and/or consolidations on ultrasound not fully explained by effusions, atelectasis, or nodules/masses. c)PaO2/FiO2 (arterial to inspired oxygen) ratio of ?3 or SpO2/FiO2 (pulse oximetric saturation to inspired oxygen) ratio of ?315. ","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"67782005, Acute respiratory distress","C1848829, Acute respiratory distress",,clinical_features,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_git,descriptive,Gastrointestinal complications,,,,,,,Gastrointestinal,Defined as any complications of the gastrointestinal system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,,,,,1,1
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_ascite,radio,Ascites,"1, Yes | 0, No | 99, Unknown",,,,,,Gastrointestinal,"This refers to pathological increase in amount of fluid in the abdominal cavity (ascites). It may be diagnosed clinically, with or without radiological or interventional confirmation. Symptoms associated with ascites include increasing abdominal girth, abdominal discomfort and distension, shortness of breath.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"389026000, Ascites","C3554541, Peritoneal effusion",,clinical_features,,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_pancreatit,radio,Pancreatitis,"1, Yes | 0, No | 99, Unknown",,,,,,Gastrointestinal,"This refers to acute inflammation of the pancreas. Acute pancreatitis is diagnosed clinically with supporting biochemical (e.g serum amylase or serum lipase) and/or radiological and/or histological evidence. All evidence should be considered together, since no single feature is diagnostic of acute pancreatitis.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",SNOMED,"75694006, Pancreatitis","C41173, Pancreatitis",,clinical_features,1,1
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid,radio,Intravenous (parenteral) fluids,"1, Yes | 0, No | 99, Unknown",,,,,,,"This refers to intravenous fluid which includes crystalloid, albumin, gelatin, starches or other solutions.","Indicate 'Yes', if the patient received intravenous fluids at any time during hospitalisation.",,,,,,,
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_type,user_list,Intravenous fluid type,,,,,drugs_IVfluids,[inter_ivfluid]='1',,"This refers to the type of parenteral or intravenous (IV) fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. Intravenous fluids may be crystalloids (commonly including .9% Sodium Chloride (Normal Saline), Lactated Ringer(USP), .45% Sodium Chloride (Half-normal saline), .45% normal saline + 4% Glucose (Half-normal saline with dextrose), .18%-.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringeracetate or Plasmalyte) or colloids (commonly including gelatins, starches or albumin). ",Select the most appropriate option corresponding to the type of intravenous or parenteral fluid(s) administered.,,,,,,,
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_cryst,number,Total crystalloid volume given during admission (mL),,number,0,,,[inter_ivfluid]='1',,"Crystalloid fluids refer to aqueous solutions of mineral salts and other small, water-soluble molecules. They are commonly used for fluid resuscitation in the presence of hypovolemia, hemorrhage, sepsis, and dehydration Common crystalloids include .9% Sodium Chloride (Normal Saline), Lactated Ringer(USP), .45% Sodium Chloride (Half-normal saline), .45% normal saline + 4% Glucose (Half-normal saline with dextrose), .18%-.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringeracetate or Plasmalyte.",Record the total volume of crystalloid fluids the patient received during admission in millilitres (mL).,,,,,,,
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_colloid,number,Total colloid volume given during admission (mL),,number,0,,,[inter_ivfluid]='1',,"Colloid fluids are solutions that contain large molecules, such as proteins or polysaccharides, which remain in the bloodstream for a longer duration compared to crystalloids. These fluids help maintain or expand intravascular volume by drawing water into the blood vessels via oncotic pressure. Common colloids include gelatins, starches or albumin. ",Record the total volume of colloid fluid the patient received during admission in millilitres (mL).,,,,,,,
outcome,INTERVENTIONS: Record interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_ivfluid_reas,checkbox,Reason(s) for IV fluid (check all that apply),"1, Shock | 2, High/rising haematocrit | 3, Anorexia | 4, Persistent vomiting | 88, Other",,,,,[inter_ivfluid] ='1',,"This refers to the reason(s) (indication(s)) for parenteral / intravenous (IV) fluid therapy at any time during the admission. If multiple indications, select all that apply. Shock refers to circulatory failure, causing inadequate oxygen delivery to meet cellular metabolic needs. It is defined by the presence of any two of the following: evidence of hypoperfusion (e.g. capillary refill >2 seconds, cold clammy skin, and rapid/weak pulse, altered mental status), narrow pulse pressure (less than or equal to 2mmHg), hypotension for age, and tachycardia (>1bpm). High/rising haematorit refers to an elevation above the normal ratio of the volume of red blood cells to the total volume of blood. Anorexia refers to the lack or loss of appetite accompanied by an aversion to food and the inability to eat. ",Select all that apply.,SNOMED,"27942005, Shock | 165413005, Haematocrit above reference range (finding) | 79890006, Loss of appetite (finding) | 196746003, Persistent vomiting (disorder)",,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2,radio,Any supplemental oxygen?,"1, Yes | 0, No | 99, Unknown",,,,,,,"This refers to any method of supplemental oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient experienced was given or prescribed supplemental oxygen therapy at any time during hospitalisation.",SNOMED,"250774007, Inspired oxygen concentration (observable entity)|","C428648, Inspired oxygen concentration",,"patient_outcome, clinical_features, treatment",1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2_ongoing,radio,Still on supplemental oxygen?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,"This refers to ongoing oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient is still on supplemental oxygen therapy.",,,,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2_dur,number,Number of calendar days the patient received any respiratory support during admission,,number,0,,,[inter_suppleo2]='1',,This refers to the total number of calendar days the patient received this respiratory support during admission (includes use at any time during admission).,Write the total number of calendar days the patient received this respiratory support during admission (includes use at any time during admission).,,,,,"clinical_features, treatment",1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_suppleo2_flow,radio,Maximum O2 flow volume (L/min),"1, <2 L/min | 2, 2-5 L/min | 3, 6-10 L/min | 4, 11-15 L/min | 5, >15 L/min | 99, Unknown",,,,,[inter_suppleo2] = '1',,This refers to the maximum flow volume of O2 delivered to the patient at any time during hospitalisation.,Select the maximum flow volume of O2 delivered to the patient at any time during hospitalisation.,SNOMED,"427081008, Delivered oxygen flow rate (observable entity)","C196999, Delivered oxygen flow rate",,clinical_features,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nasalprongs,radio,Nasal prongs,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,This refers to the mode in which the patient received supplemental oxygen on day of assessment. Nasal prongs or nasal cannluae deliver oxygen through two small prongs or cannulae insterted into the nostrils.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen at any time during hospitalisation",SNOMED,SNOMED,"C44587, Nasal prongs",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nasalprongs_ongoing,radio,Still ongoing?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_nasalprongs]='1',,This refers to ongoing non-invasive ventilation.,"Indicate 'Yes', if the patient is still on supplemental oxygen through nasal prongs.",,,,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nasalprongs_dur,number,Number of calendar days the patient received supplemental oxygen through nasal prongs,,number,0,,,[inter_nasalprongs]='1',,This refers to the total number of calendar days the patient received non-invasive ventilation.,Write the total number of calendar days the patient received supplemental oxygen through nasal prongs during admission (includes use at any time during admission).,,,,,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_facemask,radio,Face mask,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,"This refers to the mode in which the patient received supplemental oxygen on day of assessment. A simple oxygen face mask is a device placed over a patient's nose, mouth, or tracheostomy to administer oxygen to the airway.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen at any time during hospitalisation",SNOMED,SNOMED,"C1299377, Oxygen administration by mask",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_facemask_ongoing,radio,Still ongoing?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_facemask]='1',,This refers to ongoing non-invasive ventilation.,"Indicate 'Yes', if the patient is still on supplemental oxygen through face mask.",,,,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_facemask_dur,number,Number of calendar days the patient received supplemental oxygen through face mask,,number,0,,,[inter_facemask]='1',,This refers to the total number of calendar days the patient received non-invasive ventilation.,Write the total number of calendar days the patient received supplemental oxygen through face mask during admission (includes use at any time during admission).,,,,,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_hfno,radio,High flow nasal oxygen,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,"This refers to the mode in which the patient received supplemental oxygen on day of assessment. High -flow nasal oxygen therapy is a non-invasive respiratory support that delivers warmed, humidified, oxygen-enriched air to patients through a high-flow nasal cannula at flow rates greater than those typically delivered by standard-flow oxygen devices.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient at any time during hospitalisation.",SNOMED,SNOMED,"C4761117, High-flow nasal cannula oxygen therapy",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_hfno_ongoing,radio,Still ongoing?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_hfno]='1',,This refers to ongoing non-invasive ventilation.,"Indicate 'Yes', if the patient is still on high-flow nasal oxygen.",,,,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_hfno_dur,number,Number of calendar days the patient received high-flow nasal oxygen,,number,0,,,[inter_hfno]='1',,This refers to the total number of calendar days the patient received high-flow nasal oxygen.,Write the total number of calendar days the patient received high-flow nasal oxygen during admission (includes use at any time during admission).,,,,,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nivent,radio,Non-invasive ventilation,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,"This refers to the mode in which the patient received supplemental oxygen on day of assessment. Non-invasive ventilation refers to the provision of ventilatory support through the patient's upper airway using a mask or similar device, without the need for tracheal intubation. Examples include Continuous Positive Airway Pressure (CPAP) and Biphasic Continuous Positive Airway Pressure (BiPAP). ","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen at any time during hospitalisation",SNOMED,SNOMED,"C1997883, Noninvasive Ventilation",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nivent_type,radio,Type of non-invasive respiratory support,"1, CPAP | 2, BIPAP | 99, Unknown | 88, Other",,,,,[inter_nivent]='1',,"Non-invasive respiratory support or ventilation (NIV) refers to the provision of ventilatory support through the patient's upper airway using a mask or similar device. It includes high-flow nasal cannula, continuous positive airway pressure (CPAP) and bilevel positive airway pressure (BPAP).",Select the single most appropriate option corresponding to the type of NIV used at any time during hospitalisation,SNOMED,SNOMED,"C199451, Continuous Positive Airway Pressure | C4194, Dual pressure spontaneous ventilation support'",,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nivent_typ_oth,text,Specify other type of non-invasive ventilation,,,,,,[inter_nivent_type]='88',,"Non-invasive respiratory support or ventilation (NIV) refers to the provision of ventilatory support through the patient's upper airway using a mask or similar device. It includes high-flow nasal cannula, continuous positive airway pressure (CPAP) and bilevel positive airway pressure (BPAP).","If 'Other', specify other type of non-invasive ventilation.",,,,,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nivent_ongoing,radio,Still ongoing?,"1, Yes | 0, No | 99, Unknown",,,,,[inter_nivent]='1',,This refers to ongoing non-invasive ventilation.,"Indicate 'Yes', if the patient is still on non-invasive ventilation.",,,,,,,
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_nivent_dur,number,Number of calendar days the patient received non-invasive ventilation,,number,0,,,[inter_nivent]='1',,This refers to the total number of calendar days the patient received non-invasive ventilation.,Write the total number of calendar days the patient received non-invasive ventilation during admission (includes use at any time during admission).,,,,,,1,1
outcome,RESPIRATORY SUPPORT: Record all respiratory interventions given or prescribed from day of presentation to day of discharge / outcome.,inter_invent,radio,Invasive ventilation,"1, Yes | 0, No | 99, Unknown",,,,,[inter_suppleo2]='1',,"This refers to the mode in which the patient received supplemental oxygen on day of assessment. Invasive ventilation indicates that patient has undergone tracheal intubation, for the purpose of invasive mechanical ventilation. Invasive mechanical ventilation (IMV) is a method to mechanically assist or replace spontaneous breathing in patients by use of a powered device that forces oxygenated air into the lungs. The mode of intubation may be orotracheal, nasotracheal, or via a cricothyrotomy or tracheotomy.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient at any time during hospitalisation",SNOMED,SNOMED,"C1868981, Invasive mechanical ventilation",,,1,1
