Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox-Pregnancy&Paediatrics,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_ARI,preset_UserGenerated_Oropouche,preset_Score_CharlsonCI
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_stopreason,radio,Reasons for treatment stopping ,"1, Improvements | 2, Deterioration | 3, Death | 4, Other adverse events | 99, Unknown | 88, Other",,,,,[medi_medongoing] = '2',,This refers to the reason for stopping treatment.,Select the single most appropriate option corresponding to the reason for stopping treatment. ,,,,,,,,,,,,,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_stopreason_oth,text,Please specify other reason,,,,,,[medi_stopreason] = '88',,This refers to the reason for stopping treatment.,"If Other, please specify the reason for stopping treatment.",,,,,,,,,,,,,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_frequency,text,Frequency,,,,,,[medi_medtype]='1',,"Refers to the frequency of specified medicine administration in a 24-hour period (00:00 to 24:00 hours). Examples include 'every 4 hours', 'twice daily' etc.","Indicate the frequency of specified medicine administration in a 24-hour period (00:00 to 24:00 hours). Examples include 'every 4 hours', 'twice daily' etc.",,,,,treatment,,,,,1,1,,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_dose,number,Dose,,number,0,,,[medi_medtype] = '2' or [medi_medtype]='6' or [medi_medtype]='10',,"This refers to the dosage of the medication administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",Write the dose; do not include units as this is asked in the following question.,,,,,treatment,1,,1,1,1,1,,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_units,text,Units,,,,,,[medi_medtype] = '2' or [medi_medtype]='6' ,,"This refers to the dosage of the medication administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",Write the units of the dosage.,,,,,treatment,,,1,1,,,,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_numdoses,number,Total number of doses (Number of times the drug was injected / swallowed / infused / inserted / applied / inhaled) ,,number,0,,,[medi_medtype] = '2' or [medi_medtype]='6',,"This refers to the total number of doses of the medication which administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge. ","Write the total number of doses of the medication. If the same medication was administered through different routes, indicate the total number of doses from all routes of administration (injected / swallowed / infused / inserted / applied / inhaled).",,,,,treatment,,,1,1,,,,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_offlab,radio,Was this an off-label or compassionate use of the medication?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to the practice of prescribing or using a drug or a vaccine for an indication that is not specified in the national regulatory licensing.,Select 'Yes' if this medication was used for an indication that is not specified in the national regulatory licensing.,,,,,,1,,1,1,,1,1,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_offlab_spec1,text,Specify the off-label or compassionate use medication,,,,,,[medi_offlab]='1',,This refers to the practice of prescribing or using a drug or a vaccine for an indication that is not specified in the national regulatory licensing.,Specify medication which was used for an indication that is not specified in the national regulatory licensing.,,,,,,1,,1,1,,1,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_yn,radio,Were clinical pathogen samples taken on this day?,"1, Yes | 0, No",,,,,,,This refers to collection of a clinical specimen for pathogen testing.,"Indicate 'Yes', if a clinical sample was collected for pathogen testing. Indicate 'No', if no clinical samples were collected for pathogen testing.",,,,,,1,,1,1,1,1,,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_reasno,text,If no: Specify reason(s),,,,,,[test_yn]='0',,This refers to collection of a clinical specimen for pathogen testing.,"If 'No', specify the reason for which clinical samples were not collected for pathogen testing on this day. ",,,,,,,,1,1,,,,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_collectiondate,date_dmy,Collection date,,date_dmy,,today,,[test_yn]='1',,This refers to the date of collection of a clinical specimen for pathogen testing.,Write the date in which samples were collected. This may be different to the day in which the results are reported. Use DD/MM/YYYY format.,,,,,,1,,1,1,1,1,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_biospecimentype,user_list,Biospecimen type,,,,,pathogens_SampleType,[test_yn]='1',,This refers to the type of a clinical specimen collected for pathogen testing. Nasal / Nasopharyngeal (NP) swab refers to collection biological material from within the nasal passages/nasopharynx. Throat swab refers to collection biological material from within the throat/oropharynx. Combined nasal/NP + throat swab refers to collection using both nasal / nasopharyngeal (NP) swab and throat swab. Sputum refers to material coughed up from the lungs and expectorated via the mouth. Bronchoalveolar Lavage (BAL) refers to washing out of the lungs with saline or mucolytic agents for diagnostic or therapeutic purposes. Endotracheal aspirate (ETA) refers to collection of specimen from endotracheal tube. Eye swab refers to collection of biological sample from the surface of the eye. Lesion swab refers to collection of biological sample from a lesion on the skin or mucous membrane. Semen refers to the secretion of male reproductive organs discharged upon ejaculation. Faeces / rectal swab refers to biological sample collected from faecal matter or from the rectum by swabbing. ,Select the single most appropriate option that represents the type of clinical specimen collected for pathogen testing.,,,,,,1,,1,1,1,1,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_labtestmethod,radio,Lab test method,"1, PCR | 2, IgG | 3, Culture | 4, IgM | 6, RDT | 5, Antigen detection | 99, Unknown",,,,,[test_yn]='1',,This refers to the laboratory method used to test for the pathogen. ,Select the single most appropriate option that represents the laboratory method used to test for the pathogen.,,,,,,1,,1,1,1,1,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_pathtested,user_list,Pathogen tested / detected,,,,,pathogens_All,[test_yn]='1',,This refers to the pathogen(s) tested for using the biological sample. ,Indicate the pathogen(s) which were tested for using the biological sample. ,,,,,,1,,1,1,1,1,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_result,radio,Pathogen test result,"1, Detected | 0, Not detected | 2, Equivocal | 99, Unknown",,,,,[test_yn]='1',,This refers to the results of the pathogen(s) tested for using the biological sample. ,Select the single most appropriate option that represents results of the pathogen(s) tested for using the biological sample.,,,,,,1,,1,1,1,1,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_ctvalue,text,Cycle threshold (CT)  value,,number,10,50,,[test_result]='1' and [test_labtestmethod]='1',,This refers to the cycle threshold (CT) for nucleic acid detection in specimen using real-time polymerase chain reaction.,Indicate the CT value. ,,,,,,1,,1,1,1,1,,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep,radio,Sequence available in genomic data repository,"1, Yes | 0, No",,,,,[test_yn]='1',,This refers to availability of the pathogen genomic sequence in a data repository.,Indicate 'Yes' if the sequence is available in a genomic data repository.,,,,,,,,,1,1,1,,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep_db,user_list,Genomic repository,,,,,pathogens_GenomicRepository,[test_genrep]='1',,Refers to the genomic repository which contains the pathogen sequence data.,Select the genomic repository which contains the pathogen sequence data.,,,,,,,,,1,1,1,,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep_ref,text,Repository sequence identifier,,,,,pathogens_GenomicRepository,[test_genrep]='1',,Refers to the identifier of the sequence in the repository.,Write the identiifer of the sequence in the genomic repository.,,,,,,,,,1,1,1,,
photographs,PHOTOGRAPHS,photo_date,text,Date of Image,,date_dmy,,today,,,,Refers to date when the image was captured. ,Enter the date in DD/MM/YYYY format.,,,,,,,,1,1,,,,
photographs,PHOTOGRAPHS,photo_type,radio,What is being photographed?,"1, Skin lesion | 2, Mucosal lesion | 99, Unknown | 88, Other",,,,,,,Refers to type of pathology being captured in the photograph. ,Select the single most appropriate option that represents the type of pathology being captured in the photograph.,,,,,,,,1,1,,,,
photographs,PHOTOGRAPHS,photo_upload,file,Upload image here,,,,,,,,,,,,,,,,,1,1,,,,
photographs,PHOTOGRAPHS,photo_site,radio,What part of the body is photographed?,"1, Head, neck or face | 2, Inside of mouth | 3, Front torso | 4, Back torso | 5, Right arm or hand | 6, Left arm or hand | 7, Peri-anal | 8, Pubic region | 9, Right leg or foot | 10, Left leg or foot | 99, Unknown | 88, Other",,,,,,,Refers to the part of the body being captured in the photograph.,Select the single most appropriate option that represents the part of the body being captured in the photograph.,,,,,,,,1,1,,,,
photographs,PHOTOGRAPHS,photo_site_oth,text,Specify other location,,,,,,[photo_site]='88',,"Refers to the part of the body being captured in the photograph, not specified above.","If 'Other', specify the part of the body being captured in the photograph, not specified above.",,,,,,,,1,1,,,,
photographs,PHOTOGRAPHS,photo_sampleyn,radio,Was a sample of the photographed area taken?,"1, Yes | 2, No | 99, Unknown",,,,,,,Refers to a biological sample of the photographed part of the body. ,Indicate 'Yes' if a biological sample of the photographed part of the body was taken. ,,,,,,,,1,1,,,,
photographs,PHOTOGRAPHS,photo_sampleid,text,Please enter the sample ID,,,,,,[photo_sampleyn] = '1',,Refers to identification number (ID) of the sample. ,Write the sample ID.,,,,,,,,1,1,,,,
photographs,PHOTOGRAPHS,photo_desc,notes,Please provide any other relevant additional description of the photo or it's location.,,,,,,,,"Refers to any other relevant additional description of the photo or it's location, not specified above.","Indicate any other relevant additional description of the photo or it's location, not specified above.",,,,,,,,1,1,,,,
outcome,DIAGNOSIS,diagn_primary,user_list,Primary diagnosis,,,,,outcome_Diseases,,,Refers to the primary (main) diagnosis for which the patient sought care or was admitted to the facility.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_primary_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_secondary,user_list,Secondary diagnosis,,,,,outcome_Diseases,,,Refers to the secondary diagnosis which were present at the time the patient sought care or develoeped during the admission.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_secondary_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_additional,user_list,Additional diagnosis,,,,,outcome_Diseases,,,Refers to the additional diagnosis which were present at the time the patient sought care or develoeped during the admission.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_additional_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_additional2,user_list,Additional diagnosis,,,,,outcome_Diseases,,,Refers to the additional diagnosis which were present at the time the patient sought care or develoeped during the admission.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_additional2_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1,1,1,1,1,,
outcome,DIAGNOSIS,diagn_influenza,radio,Influenza,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with the influenza virus during this patient's admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with influenza virus in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_type,radio,Influenza type,"1, A-not typed | 2, A/H3N2 | 3, A/H1N1pdm09 | 4, A/H7N9 | 5, A/H5N1 | 6, B | 88, Other",,,,,,,Refers to the type of Influenza virus detected in this admission.,Select the single most appropriate option that represents the type of Influenza virus detected in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_oth,text,Specify other influenza type,,,,,,,,Refers to the type of Influenza virus detected in this admission.,If 'Other' specify the type of Influenza virus detected in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_influenza_resist,radio,If diagnosis is influenza: Oseltamivir resistance identified,"1, Yes | 0, No | 99, Unknown",,,,,[diagn_primary] = '19' or [diagn_primary] = '20' or [diagn_primary] = '21' or [diagn_primary] = '22' or [diagn_primary] = '23' or [diagn_primary] = '24' or [diagn_primary] = '25' or [diagn_primary] = '26' or [diagn_secondary] = '19' or [diagn_secondary] = '20' or [diagn_secondary] = '21' or [diagn_secondary] = '22' or [diagn_secondary] = '23' or [diagn_secondary] = '24' or [diagn_secondary] = '25' or [diagn_secondary] = '26' or [diagn_additional] = '19' or [diagn_additional] = '20' or [diagn_additional] = '21' or [diagn_additional] = '22' or [diagn_additional] = '23' or [diagn_additional] = '24' or [diagn_additional] = '25' or [diagn_additional] = '26' or [diagn_additional2] = '19' or [diagn_additional2] = '20' or [diagn_additional2] = '21' or [diagn_additional2] = '22' or [diagn_additional2] = '23' or [diagn_additional2] = '24' or [diagn_additional2] = '25' or [diagn_additional2] = '26',,Refers to identification of Oseltamivir resistance.,Indicate 'Yes' if oseltamivir resistance was identified. ,,,,,,,,,,,1,,
outcome,DIAGNOSIS,diagn_rsv,radio,Respiratory Syncytial Virus (RSV),"1, Lab confirmed | 0, Lab negative | 2, Not tested | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with RSV in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with RSV in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_covid,radio,SARS-CoV-2 (COVID-19),"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with SARS-CoV-2 (COVID-19) during this patient's admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with SARS-CoV-2 (COVID-19) in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_adenovirus,radio,Adenovirus,"1, Lab confirmed | 0, Lab negative | 2, Not tested | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with Adenovirus in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with Adenovirus in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_mpox,radio,Mpox,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with Mpox virus in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with Mpox virus in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_mpox_clade,radio,Mpox clade,"1, Ia | 2, Ib | 3, I sub-type unknown | 4, IIa | 5, IIb | 6, II sub-type unknown | 7, Not done | 99, Unknown| 88, Other",,,,,[diagn_primary]='33' or [diagn_secondary]='33' or [diagn_additional]='33' or [diagn_additional2]='33',,Refers to the clade of Mpox virus identified during mpox testing.,Select the single most appropriate option that represents the clade of Mpox virus identified during mpox testing.,,,,,,,,1,1,,,,
outcome,DIAGNOSIS,diagn_mpox_cladeoth,text,Specify other mpox clade,,,,,,[diagn_mpox_clade]='88',,Refers to the clade of Mpox virus identified during mpox testing.,"If 'Other', write the clade of Mpox virus identified during mpox testing.",,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_chickenpox,radio,Chickenpox / varicella,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with chickenpox virus (Varicella-zoster virus) in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with chickenpox virus (Varicella-zoster virus) in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_hsv,radio,Herpes simplex virus,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with herpes simplex virus in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with herpes simplex virus in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_hiv,radio,HIV,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an infection with human immunodeficiency virus (HIV) in this admission.,Select the single most appropriate option that represents the method of identifying or excluding an infection with human immunodeficiency virus (HIV) in this admission.,,,,,,,,,,,,,
outcome,DIAGNOSIS,diagn_hivvl,number,If lab confirmed: Most recent HIV viral load (copies/mL),,number,1,5000000,,[diagn_hiv] = '1',,Defined as the most recent laboratory-based HIV viral load available expressed in copies/mL.,Indicate the most recent laboratory-based HIV viral load available expressed in copies/mL.,SNOMED,"315124004, Human immunodeficiency virus viral load (procedure)",,,,,,,,,,,
outcome,DIAGNOSIS,diagn_hepatitis,radio,Hepatitis viruses,"1, Lab confirmed | 0, Lab negative | 2, Not tested | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an acute infection with a hepatitis virus in this admission.,Select the single most appropriate option corresponding to the method of identifying or excluding an acute infection with a hepatitis virus in this admission.,SNOMED,"3738000, Viral hepatitis (disorder)",,,,,,,,,,,
outcome,DIAGNOSIS,diagn_hepatitis_type,radio,Hepatitis type,"1, A | 2, B | 3, C | 4, D | 5, E | 88, Other",,,,,[diagn_primary]='15' or [diagn_secondary]='15' or [diagn_additional]='15' or [diagn_additional2]='15',,"This refers to both DNA and RNA viruses as well viruses from humans and animals, following a non-taxonomic classification of unrelated viruses, that cause liver inflammation and dysfunction.","If 'Lab confirmed' Hepatitis virus infection, select the single most appropriate option corresponding to the type of Hepatitis virus detected.",SNOMED,"40468003, Viral hepatitis, type A (disorder) | 66071002, Viral hepatitis type B (disorder) | 50711007, Viral hepatitis type C (disorder) | 707341005, Viral hepatitis type D (disorder) | 7111000119109, Viral hepatitis type E (disorder)",,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_hepatitis_type_oth,text,Specify other hepatitis type,,,,,,[diagn_hepatitis_type]='88',,"This refers to both DNA and RNA viruses as well viruses from humans and animals, following a non-taxonomic classification of unrelated viruses, that cause liver inflammation and dysfunction.","If 'Other', specify the type of Hepatitis virus. ",,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue,radio,Dengue virus infection,"1, Lab confirmed | 0, Lab negative | 2, Not tested and no clinical diagnosis | 3, Not tested and clinically diagnosed | 99, Unknown",,,,,,,Refers to the method of identifying or excluding an acute infection with a Dengue virus in this admission.,Select the single most appropriate option corresponding to the method of identifying or excluding an acute infection with a Dengue virus in this admission. If the test was not performed Select 'Unknown'.,SNOMED,"38362002, Dengue (disorder)",,,,,,,,,,,
outcome,DIAGNOSIS,diagn_dengue_nsi,radio,NS1 RDT,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,This refers to a dengue NS1 antigen on the NS1 rapid diagnostic test.,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,"C5849637, Dengue NS1 antigen test",,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_ns1,radio,NS1/IgM/IgG combination test (RDT) - NS1 first sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,This refers to a dengue NS1 antigen on the combined rapid diagnostic test (NS1/IgM/IgG).,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_igm,radio,NS1/IgM/IgG combination test (RDT) - IgM first sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,This refers to a dengue IgM antibody on the combined rapid diagnostic test (NS1/IgM/IgG).,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_igg,radio,NS1/IgM/IgG combination test (RDT) - IgG first sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,This refers to a dengue IgG antibody on the combined rapid diagnostic test (NS1/IgM/IgG).,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_elisa,radio,NS1 ELISA first sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_fsdate,date_dmy,IgM/IgG ELISA first sample date,,date_dmy,,today,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,This refers to the date the first sample was collected. ,Enter the date in DD/MM/YYYY format.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_fsigm,radio,IgM ELISA first sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_fsigg,radio,IgG ELISA first sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_ns1sec,radio,NS1 ELISA second sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_ssdate,date_dmy,IgM/IgG ELISA second sample date,,date_dmy,,today,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,This refers to the date the first sample was collected. ,Enter the date in DD/MM/YYYY format.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_ssigm,radio,IgM ELISA second sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_ssigg,radio,IgG ELISA second sample,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,,,,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_pcr,radio,Dengue PCR,"1, Positive | 0, Negative | 99, Unknown",,,,,[diagn_primary]='10' or [diagn_secondary]='10' or [diagn_additional]='10' or [diagn_additional2]='10',,This refers to polymerase chain reaction (PCR) test for Dengue virus.,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,SNOMED,"399302007, Polymerase chain reaction test for Dengue virus (procedure)",,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_dengue_pcrtyp,radio,Dengue virus type,"1, DENV1 | 2, DENV2 | 3, DENV3 | 4, DENV4",,,,,[diagn_dengue_pcr] = '1',,"This refers to the serotype label of the viral species of Dengue virus, which is a single-stranded, positive-sense RNA virus of the Flaviviridae family and Flavivirus genus, detected using the PCR test.",Select the single most appropriate option that represents the serotype label of the viral species of Dengue virus detected using the PCR test.,SNOMED,"60588009, Dengue virus, type 1 (organism) | 41328007, Dengue virus, type 2 (organism) | 8467002, Dengue virus, type 3 (organism) | 36700002, Dengue virus, type 4 (organism)",,,,,1,,,,,,
outcome,DIAGNOSIS,diagn_bacte,text,Bacterial infection (specify),,,,,,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional]='5' or [diagn_additional2]='5',,Refers to the method of identifying or excluding a bacterial infection in this admission.,Select the single most appropriate option that represents the method of identifying or excluding a bacterial infection in this admission.,SNOMED,"87628006, Bacterial infectious disease (disorder)",,,,,1,1,1,1,1,1,
outcome,DIAGNOSIS,diagn_bacte_cont,radio,Bacterial infection (if Lab confirmed),"1, Community acquired | 2, Hospital acquired | 99, Unknown",,,,,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional]='5' or [diagn_additional2]='5',,Refers to the method of identifying or excluding a bacterial infection in this admission.,Select the single most appropriate option that represents the method of identifying or excluding a bacterial infection in this admission.,SNOMED,"87628006, Bacterial infectious disease (disorder)",,,,,1,1,1,1,1,1,
outcome,DIAGNOSIS,diagn_pathounlist,list,Other pathogen(s) detected,"1, Yes | 0, No | 99, Unknown",,,,pathogens_Other,,,"This refers to the detection of other pathogens, not listed above.","Specify other detected pathogens, not listed above.",,,,,,,,,,,1,,
outcome,DIAGNOSIS,diagn_pathounlist_cont,radio,Other pathogen(s) (if Lab confirmed),"1, Community acquired | 2, Hospital acquired | 99, Unknown",,,,,[diagn_pathounlist]='1',,Refers to the method of identifying or excluding a bacterial infection in this admission.,Select the single most appropriate option that represents the method of identifying or excluding a bacterial infection in this admission.,,,,,,,,,,,1,,
outcome,DIAGNOSIS,diagn_clinpneumonia,radio,Clinical pneumonia diagnosed?,"1, Yes | 0, No | 99, Unknown",,,,,,,Pneumonia refers to infection of the lung often accompanied by inflammation.,Indicate 'Yes' if pneumonia was clinically diagnosed at any time during hospitalisation.,,,,,,,,,,,,,
