Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
medi_analgesi,Agente analgésico,"1, Paracetamol | 2, AINEs | 3, Opiáceos | 4, Cetamina | 88, Outros | 99, Desconhecido","Isso se refere a quaisquer agentes que aliviam a dor sem perda de consciência. Isso inclui agentes analgésicos opioides, não opioides e adjuvantes.","Indique o(s) agente(s) analgésico(s) administrado(s) a qualquer momento durante a admissão do paciente na unidade clínica (hospital), incluindo no departamento de emergência, e prescrito(s) na alta.",,
medi_analgesic_route,Via do agente analgésico,"1, Oral | 2, Subcutâneo | 3, IV | 4, IM | 5, Retal | 6, Tópico | 7, Sublingual | 99, Desconhecido","Isto se refere à parte do corpo através da qual ou na qual, ou a maneira pela qual, o medicamento (droga) é introduzido/administrado. Oral se refere à administração pela boca. Inalado se refere à administração pela via respiratória (insuflação no trato respiratório). Subcutâneo se refere à administração sob a pele através de uma agulha oca perfurando a superfície da pele. IV (intravenoso) se refere à administração na corrente sanguínea através de injeção em uma veia. IM (intramuscular) se refere à administração em um músculo através de uma agulha oca perfurando o músculo e qualquer tecido que o cubra. Retal se refere à administração no trato gastrointestinal por inserção no reto. Tópico se refere à administração por aplicação de preparações medicamentosas nas superfícies do corpo, especialmente na pele ou membranas mucosas. Sublingual se refere à administração de uma droga abaixo da língua.",Indique a via de administração do(s) agente(s) analgésico(s).,,
medi_antipruritic,Agente antipruriginoso,"1, Hidrocortisona | 2, Calamina | 3, Anti-histamínicos | 4, Hidroxizina | 88, Outros | 99, Desconhecido",Isso se refere a qualquer agente que alivie a coceira (prurido).,"Selecione o(s) agente(s) antipruriginoso(s) administrado(s) a qualquer momento durante a admissão do paciente na unidade clínica (hospital), incluindo no departamento de emergência, e prescrito(s) na alta.",,
medi_antipruritic_route,Rota do agente antipruriginoso,"1, Tópico | 2, Oral | 3, IV | 4, IM | 99, Desconhecido","Isto se refere à parte do corpo através da qual ou na qual, ou a maneira pela qual, o medicamento (droga) é introduzido/administrado. Oral se refere à administração pela boca. Inalado se refere à administração pela via respiratória (insuflação no trato respiratório). IV (intravenoso) se refere à administração na corrente sanguínea por meio de injeção em uma veia. IM (intramuscular) se refere à administração em um músculo por meio de uma agulha oca perfurando o músculo e qualquer tecido que o cubra. Tópico se refere à administração por aplicação de preparações medicamentosas nas superfícies do corpo, especialmente na pele ou nas membranas mucosas.",,,
medi_medstartdate,Data de início do agente / primeira dose,,Isso se refere à data em que o medicamento foi iniciado / a primeira dose foi administrada.,Insira a data no formato DD/MM/AAAA.,,
medi_medenddate,Data em que o agente terminou / última dose,,Isso se refere à data em que o medicamento foi interrompido / a última dose foi administrada.,Insira a data no formato DD/MM/AAAA.,,
medi_numdays,Número total de dias de tratamento administrado,,Isso se refere ao número total de dias para os quais uma dose foi recebida ou instruída a ser tomada na prescrição de alta.,Insira o número total de dias para os quais uma dose foi recebida ou instruída a ser tomada na prescrição de alta.,,
medi_frequency,Freqüência,,"Refere-se à frequência de administração de medicamentos especificados em um período de 24 horas (00:00 a 24:00 horas). Exemplos incluem 'a cada 4 horas', 'duas vezes ao dia' etc.",,,
medi_dose,Dose,,"Refere-se à dosagem do medicamento administrado a qualquer momento durante a admissão do paciente na unidade clínica (hospital), incluindo no departamento de emergência, e prescrito na alta.","Escreva a dose; não inclua unidades, pois isso é solicitado na pergunta a seguir.",,
medi_units,Unidades,,"Refere-se à dosagem do medicamento administrado a qualquer momento durante a admissão do paciente na unidade clínica (hospital), incluindo no departamento de emergência, e prescrito na alta.",Escreva as unidades da dosagem.,,
medi_numdoses,Número total de doses (Número de vezes que o medicamento foi injetado / engolido / infundido / inserido / aplicado / inalado),,"Isso se refere ao número total de doses do medicamento administradas a qualquer momento durante a admissão do paciente na unidade clínica (hospital), incluindo no departamento de emergência, e prescritas na alta.","Escreva o número total de doses do medicamento. Se o mesmo medicamento foi administrado por vias diferentes, indique o número total de doses de todas as vias de administração (injetado / engolido / infundido / inserido / aplicado / inalado).",,
medi_offlab,Este foi um uso não aprovado ou compassivo do medicamento?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à prática de prescrever ou usar um medicamento ou uma vacina para uma indicação que não está especificada no licenciamento regulatório nacional.,"Selecione ""Sim"" se este medicamento foi usado para uma indicação não especificada no licenciamento regulatório nacional.",,
medi_offlab_spec1,Se sim: especifique o medicamento off-label ou de uso compassivo,,Isso se refere à prática de prescrever ou usar um medicamento ou uma vacina para uma indicação que não está especificada no licenciamento regulatório nacional.,Especifique o medicamento que foi usado para uma indicação não especificada no licenciamento regulatório nacional.,,
test_yn,Amostras de patógenos clínicos foram coletadas neste dia?,"1, Sim | 0, Não",Isso se refere à coleta de uma amostra clínica para teste de patógenos.,"Indique 'Sim', se uma amostra clínica foi coletada para teste de patógenos. Indique 'Não', se nenhuma amostra clínica foi coletada para teste de patógenos.",,
test_reasno,Se não: especifique o(s) motivo(s),,Isso se refere à coleta de uma amostra clínica para teste de patógenos.,"Se 'Não', especifique o motivo pelo qual as amostras clínicas não foram coletadas para testes de patógenos neste dia.",,
test_collectiondate,Data de coleta,,Isso se refere à data de coleta de uma amostra clínica para teste de patógenos.,Escreva a data em que as amostras foram coletadas. Pode ser diferente do dia em que os resultados são relatados. Use o formato DD/MM/AAAA.,,
test_biospecimentype,Tipo de bioespécime,"1, Cotonete nasal/NP | 2, Cotonete de garganta | 3, Cotonete combinado nasal/NP + garganta | 4, Escarro | 5, BAL | 6, ETA | 11, Cotonete ocular | 12, Leite materno | 7, Cotonete de lesão | 13, Sêmen | 8, Urina | 9, Cotonete de fezes/retal | 10, Sangue | 88, Outro | 99, Desconhecido",Isto se refere ao tipo de amostra clínica coletada para teste de patógenos. O swab nasal/nasofaríngeo (NP) se refere à coleta de material biológico de dentro das passagens nasais/nasofaringe. O swab da garganta se refere à coleta de material biológico de dentro da garganta/orofaringe. O swab combinado nasal/NP + garganta se refere à coleta usando tanto o swab nasal/nasofaríngeo (NP) quanto o swab da garganta. O escarro se refere ao material expelido dos pulmões pela tosse e expectorado pela boca. A lavagem broncoalveolar (LBA) se refere à lavagem dos pulmões com solução salina ou agentes mucolíticos para fins diagnósticos ou terapêuticos. O aspirado endotraqueal (ETA) se refere à coleta de espécime do tubo endotraqueal. O swab ocular se refere à coleta de amostra biológica da superfície do olho. O swab da lesão se refere à coleta de amostra biológica de uma lesão na pele ou membrana mucosa. Sêmen se refere à secreção dos órgãos reprodutivos masculinos descarregada na ejaculação. Fezes/swab retal se refere à amostra biológica coletada de matéria fecal ou do reto por meio de esfregaço.,Selecione a opção mais apropriada que representa o tipo de amostra clínica coletada para teste de patógenos.,,
test_biospecimentypeoth,Se outro: especifique o tipo de bioespécime,,Isso se refere ao tipo de amostra clínica coletada para teste de patógenos.,"Se for ""Outro"", especifique o tipo de amostra clínica coletada para teste de patógenos.",,
test_labtestmethod,Método de teste de laboratório,"1, PCR | 2, IgG | 3, Cultura | 4, IgM | 6, RDT | 5, Detecção de antígeno | 99, Desconhecido",Isso se refere ao método laboratorial usado para testar o patógeno.,Selecione a opção mais apropriada que representa o método laboratorial usado para testar o patógeno.,,
test_pathtested,Patógeno testado/detectado,,Isso se refere ao(s) patógeno(s) testado(s) usando a amostra biológica.,Indique o(s) patógeno(s) que foram testados usando a amostra biológica.,,
test_result,Resultado do teste de patógeno,"1, Detectado | 0, Não detectado | 2, Duvidoso | 99, Desconhecido",Isso se refere aos resultados do(s) patógeno(s) testado(s) usando a amostra biológica.,Selecione a opção mais apropriada que representa os resultados do(s) patógeno(s) testado(s) usando a amostra biológica.,,
test_ctvalue,Valor CT,,Isso se refere ao limite do ciclo (CT) para detecção de ácido nucleico em espécime usando reação em cadeia da polimerase em tempo real.,Indique o valor do TC.,,
test_genrep,Sequência disponível no repositório de dados genômicos,"1, Sim | 0, Não",Isso se refere à disponibilidade da sequência genômica do patógeno em um repositório de dados.,Indique 'Sim' se a sequência estiver disponível em um repositório de dados genômicos.,,
test_genrep_db,Repositório genômico,,Refere-se ao repositório genômico que contém os dados da sequência do patógeno.,Selecione o repositório genômico que contém os dados da sequência do patógeno.,,
test_genrep_ref,Identificador de sequência de repositório,,Refere-se ao identificador da sequência no repositório.,Escreva o identificador da sequência no repositório genômico.,,
diagn_influenza,GRIPE,,,,,
diagn_influenza_test,Gripe,"1, Confirmado em laboratório | 0, Negativo em laboratório | 2, Não testado e sem diagnóstico clínico | 3, Não testado e clinicamente diagnosticado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção pelo vírus influenza durante a admissão deste paciente.,Selecione a opção mais apropriada que representa o método de identificação ou exclusão de uma infecção pelo vírus influenza nesta admissão.,,
diagn_influenza_type,Tipo de gripe,"1, A-não digitado | 2, A/H3N2 | 3, A/H1N1pdm09 | 4, A/H7N9 | 5, A/H5N1 | 6, B | 88, Outro",Refere-se ao tipo de vírus Influenza detectado nesta admissão.,Selecione a opção mais apropriada que representa o tipo de vírus Influenza detectado nesta admissão.,,
diagn_influenza_other,Se outro: especifique outro tipo de influenza,,Refere-se ao tipo de vírus Influenza detectado nesta admissão.,"Se 'Outro', especifique o tipo de vírus Influenza detectado nesta admissão.",,
diagn_influenza_resist,Identificada resistência ao oseltamivir,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à identificação de resistência ao Oseltamivir.,Indique 'Sim' se a resistência ao oseltamivir foi identificada.,,
diagn_rsv,Vírus Sincicial Respiratório (VSR),"1, Laboratório confirmado | 0, Laboratório negativo | 2, Não testado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção por VSR nesta admissão.,Selecione a opção mais apropriada que representa o método de identificação ou exclusão de uma infecção por VSR nesta admissão.,,
diagn_covid,SARS-CoV-2 (COVID-19),"1, Confirmado em laboratório | 0, Negativo em laboratório | 2, Não testado e sem diagnóstico clínico | 3, Não testado e clinicamente diagnosticado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção por SARS-CoV-2 (COVID-19) durante a admissão deste paciente.,Selecione a opção mais apropriada que representa o método de identificação ou exclusão de uma infecção por SARS-CoV-2 (COVID-19) nesta admissão.,,
diagn_adenovirus,Adenovírus,"1, Laboratório confirmado | 0, Laboratório negativo | 2, Não testado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção por Adenovírus nesta admissão.,Selecione a opção mais apropriada que representa o método de identificação ou exclusão de uma infecção por Adenovírus nesta admissão.,,
diagn_mpox,MPOX,,,,,
diagn_mpox_test,Pólvora M,"1, Confirmado em laboratório | 0, Negativo em laboratório | 2, Não testado e sem diagnóstico clínico | 3, Não testado e clinicamente diagnosticado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção pelo vírus Mpox nesta admissão.,Selecione a opção mais apropriada que representa o método de identificação ou exclusão de uma infecção pelo vírus Mpox nesta admissão.,,
diagn_mpox_clade,Clado Mpox,"1, Ia | 2, Ib | 3, I subtipo desconhecido | 4, IIa | 5, IIb | 6, II subtipo desconhecido | 7, Não feito | 99, Desconhecido| 88, Outro",Refere-se ao clado do vírus Mpox identificado durante o teste de mpox.,Selecione a opção mais apropriada que representa o clado do vírus Mpox identificado durante o teste de mpox.,,
diagn_mpox_clade_other,Especificar outro clado mpox,,Refere-se ao clado do vírus Mpox identificado durante o teste de mpox.,"Se for ""Outro"", escreva o clado do vírus Mpox identificado durante o teste de mpox.",,
diagn_chickenpox,Varicela / Catapora,"1, Confirmado em laboratório | 0, Negativo em laboratório | 2, Não testado e sem diagnóstico clínico | 3, Não testado e clinicamente diagnosticado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção pelo vírus da varicela (vírus varicela-zóster) nesta admissão.,Selecione a opção mais apropriada que representa o método de identificação ou exclusão de uma infecção pelo vírus da varicela (vírus varicela-zóster) nesta admissão.,,
diagn_hepatitis,HEPATITE,,,,,
diagn_hepatitis_test,Vírus da hepatite,"1, Laboratório confirmado | 0, Laboratório negativo | 2, Não testado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção aguda pelo vírus da hepatite nesta admissão.,Selecione a opção mais apropriada correspondente ao método de identificação ou exclusão de uma infecção aguda pelo vírus da hepatite nesta admissão.,,
diagn_hepatitis_type,Tipo de hepatite,"1, A | 2, B | 3, C | 4, D | 5, E | 88, Outro","Isso se refere tanto aos vírus de DNA e RNA quanto aos vírus de humanos e animais, seguindo uma classificação não taxonômica de vírus não relacionados, que causam inflamação e disfunção hepática.","Se o laboratório confirmou a infecção pelo vírus da hepatite, selecione a opção mais apropriada correspondente ao tipo de vírus da hepatite detectado.",,
diagn_hepatitist_other,Se outro: especifique outro tipo de hepatite,,"Isso se refere tanto aos vírus de DNA e RNA quanto aos vírus de humanos e animais, seguindo uma classificação não taxonômica de vírus não relacionados, que causam inflamação e disfunção hepática.","Se 'Outro', especifique o tipo de vírus da hepatite.",,
diagn_dengue,DENGUE,,,,,
diagn_dengue_test,Infecção pelo vírus da dengue,"1, Confirmado em laboratório | 0, Negativo em laboratório | 2, Não testado e sem diagnóstico clínico | 3, Não testado e clinicamente diagnosticado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção aguda pelo vírus da dengue nesta admissão.,Selecione a opção mais apropriada correspondente ao método de identificação ou exclusão de uma infecção aguda com um vírus da Dengue nesta admissão. Se o teste não foi realizado Selecione 'Desconhecido'.,,
diagn_dengue_nsi,NS1 RDT,"1, Positivo | 0, Negativo | 99, Desconhecido",Isso se refere a um antígeno NS1 da dengue no teste de diagnóstico rápido NS1.,Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_ns1,Teste de combinação NS1/IgM/IgG (RDT) - primeira amostra NS1,"1, Positivo | 0, Negativo | 99, Desconhecido",Isso se refere a um antígeno NS1 da dengue no teste de diagnóstico rápido combinado (NS1/IgM/IgG).,Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_igm,Teste de combinação NS1/IgM/IgG (RDT) - primeira amostra de IgM,"1, Positivo | 0, Negativo | 99, Desconhecido",Isso se refere a um anticorpo IgM da dengue no teste de diagnóstico rápido combinado (NS1/IgM/IgG).,Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_igg,Teste de combinação NS1/IgM/IgG (RDT) - primeira amostra de IgG,"1, Positivo | 0, Negativo | 99, Desconhecido",Isso se refere a um anticorpo IgG da dengue no teste de diagnóstico rápido combinado (NS1/IgM/IgG).,Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_elisa,Primeira amostra NS1 ELISA,"1, Positivo | 0, Negativo | 99, Desconhecido","Pode ser substituído por informações RDT, se necessário",Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_datefs,Data da primeira amostra do ELISA IgM/IgG,,Isso se refere à data em que a primeira amostra foi coletada.,Insira a data no formato DD/MM/AAAA.,,
diagn_dengue_igmfs,Primeira amostra de IgM ELISA,"1, Positivo | 0, Negativo | 99, Desconhecido","Pode ser substituído por informações RDT, se necessário",Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_iggfs,Primeira amostra de IgG ELISA,"1, Positivo | 0, Negativo | 99, Desconhecido","Pode ser substituído por informações RDT, se necessário",Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_ns1sec,Segunda amostra NS1 ELISA,"1, Positivo | 0, Negativo | 99, Desconhecido","Pode ser substituído por informações RDT, se necessário",Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_datess,Data da segunda amostra do ELISA IgM/IgG,,Isso se refere à data em que a primeira amostra foi coletada.,Insira a data no formato DD/MM/AAAA.,,
diagn_dengue_igmss,Segunda amostra de IgM ELISA,"1, Positivo | 0, Negativo | 99, Desconhecido","Pode ser substituído por informações RDT, se necessário",Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_iggss,Segunda amostra de IgG ELISA,"1, Positivo | 0, Negativo | 99, Desconhecido","Pode ser substituído por informações RDT, se necessário",Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_pcr,PCR para dengue,"1, Positivo | 0, Negativo | 99, Desconhecido",Isto se refere ao teste de reação em cadeia da polimerase (PCR) para o vírus da dengue.,Indique 'Positivo' ou 'Negativo' de acordo com o resultado. Selecione 'Desconhecido' se o teste não foi realizado.,,
diagn_dengue_pcrtyp,Tipo de vírus da dengue,"1, DENV1 | 2, DENV2 | 3, DENV3 | 4, DENV4","Isso se refere ao rótulo do sorotipo da espécie viral do vírus da dengue, que é um vírus de RNA fita simples, de sentido positivo, da família Flaviviridae e do gênero Flavivirus, detectado pelo teste de PCR.",Selecione a opção mais apropriada que representa o rótulo do sorotipo da espécie viral do vírus da dengue detectada usando o teste de PCR.,,
diagn_bacte,Infecção bacteriana,"1, Laboratório confirmado | 0, Laboratório negativo | 2, Não testado | 99, Desconhecido",Refere-se ao método de identificação ou exclusão de uma infecção bacteriana nesta admissão.,Selecione a opção mais apropriada que representa o método de identificação ou exclusão de uma infecção bacteriana nesta admissão.,,
diagn_pathounlist,Outros patógenos detectados,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à detecção de outros patógenos, não listados acima.","Especifique outros patógenos detectados, não listados acima.",,
diagn_clinpneumonia,Pneumonia clínica diagnosticada?,"1, Sim | 0, Não | 99, Desconhecido",Pneumonia refere-se à infecção do pulmão frequentemente acompanhada de inflamação.,Indique 'Sim' se a pneumonia foi clinicamente diagnosticada em algum momento durante a hospitalização.,,
compl_strokecva,Acidente vascular cerebral / acidente vascular cerebral,"1, Sim | 0, Não | 99, Desconhecido","Definido como uma perda súbita da função neurológica secundária à hemorragia ou isquemia no parênquima cerebral devido a um evento vascular. O AVC pode ser um diagnóstico clínico, com ou sem achados radiológicos de suporte.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_severeneuro,Doença neurológica grave,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a várias manifestações neurológicas, incluindo meningite, encefalite, encefalopatia, convulsões sintomáticas agudas, hemorragia intracraniana ou derrame e síndrome de Guillain-Barré (SGB). A meningite é uma doença inflamatória das leptomeninges, os tecidos que circundam o cérebro e a medula espinhal, e é definida por um número anormal de glóbulos brancos no líquido cefalorraquidiano (LCR) dentro de um contexto clínico apropriado e com ou sem achados radiológicos de suporte. A encefalite se refere à inflamação do cérebro. Em comparação com a meningite, na encefalite, são esperadas anormalidades na função cerebral, incluindo estado mental alterado, déficits motores ou sensoriais, comportamento alterado e mudanças de personalidade e distúrbios da fala ou do movimento. É definida por um estado mental alterado com duração de ?24 horas, juntamente com dois dos seguintes critérios: febre documentada >/= 38 °C (100,4 °F); contagem de glóbulos brancos (WBC) no líquido cefalorraquidiano (LCR) >/= 5 células/mm^3; convulsões generalizadas ou parciais não totalmente atribuíveis a um distúrbio convulsivo preexistente; novo início de achados neurológicos focais; presença de lesão aguda compatível em neuroimagem; anormalidade na eletroencefalografia que é consistente com encefalite e não atribuível a outra causa. Conforme descrito pelo Consórcio Internacional de Encefalite de 2013. As convulsões são definidas como uma anormalidade intermitente da fisiologia do sistema nervoso caracterizada por uma ocorrência transitória de movimento repentino, violento e irregular do corpo, causado por contração involuntária dos músculos devido à atividade neuronal anormal excessiva ou síncrona no cérebro. Um histórico estabelecido de epilepsia não é necessário. O AVC se refere a uma perda repentina da função neurológica secundária a hemorragia ou isquemia no parênquima cerebral devido a um evento vascular. O AVC pode ser um diagnóstico clínico, com ou sem achados radiológicos de suporte. Hemorragia intracraniana se refere a hemorragia/sangramento que ocorre dentro do crânio. A hemorragia intracraniana abrange quatro tipos amplos de hemorragia: hemorragia epidural, hemorragia subdural, hemorragia subaracnóidea e hemorragia intraparenquimatosa. A síndrome de Guillain-Barré se refere a um distúrbio autoimune rapidamente progressivo do sistema nervoso periférico caracterizado por parestesia dos membros, arreflexia e fraqueza muscular generalizada ou paralisia que geralmente começa nas pernas e se espalha para os braços, tronco e rosto. As características necessárias incluem fraqueza progressiva dos braços e/ou pernas, variando de fraqueza mínima das pernas à paralisia total de todos os quatro membros, incluindo o tronco, músculos bulbares e faciais e oftalmoplegia externa; e arreflexia ou diminuição dos reflexos tendinosos profundos em membros fracos. As características de suporte incluem progressão dos sintomas ao longo de dias a quatro semanas; Sintomas bilaterais relativamente simétricos; Dor no tronco ou membros; Sintomas ou sinais do nervo craniano; Disfunção autonômica; Disfunção sensorial leve; Ausência de febre no início dos sintomas; LCR com proteína elevada e contagem de leucócitos normal a levemente elevada (geralmente <5 células/mm3); Anormalidades eletrodiagnósticas consistentes com SGB; Recuperação iniciando duas a quatro semanas após a interrupção da progressão.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_seizure,Convulsão,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma anormalidade intermitente da fisiologia do sistema nervoso caracterizada por uma ocorrência transitória de movimento repentino, violento e irregular do corpo, causada por contração involuntária dos músculos devido à atividade neuronal anormal, excessiva ou síncrona no cérebro. Não é necessário um histórico estabelecido de epilepsia.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_focalneuro,Sinais neurológicos focais,"1, Sim | 0, Não | 99, Desconhecido","Definido como comprometimento da função nervosa, da medula espinhal ou do cérebro que afeta uma região específica do corpo, por exemplo, fraqueza no braço esquerdo, na perna direita, paresia ou plegia, identificados no exame neurológico.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_encephalitis,Encefalite,"1, Sim | 0, Não | 99, Desconhecido","Encefalite refere-se à inflamação do cérebro. É definida por um estado mental alterado com duração maior ou igual a 24 horas, juntamente com dois dos seguintes critérios: febre documentada maior ou igual a 38° C (100,4° F); contagem de glóbulos brancos (WBC) no líquido cefalorraquidiano (LCR) maior ou igual a 5/mm³; convulsões generalizadas ou parciais não totalmente atribuíveis a um distúrbio convulsivo preexistente; novo início de achados neurológicos focais; presença de lesão aguda compatível em neuroimagem; anormalidade na eletroencefalografia que é consistente com encefalite e não atribuível a outra causa. Conforme descrito pelo Consórcio Internacional de Encefalite de 2013.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_meningitis,Meningite,"1, Sim | 0, Não | 99, Desconhecido",A meningite é definida por um número anormal de glóbulos brancos no líquido cefalorraquidiano (LCR) dentro de um contexto clínico apropriado e com ou sem achados radiológicos de suporte.,"Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_myocardial,Infarto do miocárdio,"1, Sim | 0, Não | 99, Desconhecido","Definida como isquemia miocárdica que leva à lesão/necrose, diagnosticada por achados clínicos, eletrocardiograma alterado e enzimas cardíacas elevadas.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_cardiacisc,Isquemia cardíaca,"1, Sim | 0, Não | 99, Desconhecido","Definido como diminuição do suprimento de sangue e oxigênio para o músculo cardíaco, conforme indicado pela sintomatologia típica (por exemplo, dor no peito) e confirmado por um eletrocardiograma (mostrando alterações isquêmicas, por exemplo, depressão ou elevação do segmento ST) e/ou elevação das enzimas cardíacas (por exemplo, aumento da troponina I).","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_endocardit,Endocardite,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a uma inflamação do endocárdio (revestimento interno do coração). É frequentemente causada por um distúrbio primário ou microrganismos, incluindo bactérias, vírus, fungos e rickettsias. O diagnóstico de endocardite infecciosa é de acordo com os critérios modificados de Duke, usando evidências de resultados microbiológicos, ecocardiograma e sinais clínicos.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_cardiomyop,Cardiomiopatia,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a distúrbios estruturais e funcionais do miocárdio comumente diagnosticados por ecocardiografia. A cardiomiopatia pode ser primária (genética) ou secundária (por exemplo, após infarto do miocárdio).","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_chf,Insuficiência cardíaca congestiva,"1, Sim | 0, Não | 99, Desconhecido","Definida como falha do coração em bombear uma quantidade suficiente de sangue para atender às necessidades dos tecidos do corpo, resultando em congestão tecidual e edema. Sinais e sintomas incluem falta de ar, edema depressível, fígado aumentado e sensível, veias do pescoço ingurgitadas e estertores pulmonares. Existem muitas maneiras de avaliar a função cardíaca (por exemplo, ecocardiografia, cateterismo cardíaco direito, testes funcionais e testes bioquímicos de suporte). No entanto, não há teste diagnóstico para insuficiência cardíaca, uma vez que é em grande parte um diagnóstico clínico que se baseia em um histórico cuidadoso e exame físico.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_cardiarrhy,Arritmia cardíaca,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a qualquer variação da taxa ou ritmo normal (que pode incluir a origem do impulso e/ou sua propagação subsequente) no coração, confirmada por monitoramento eletrocardiográfico.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_cardiarrest,Parada cardíaca,"1, Sim | 0, Não | 99, Desconhecido","Parada cardiorrespiratória ou parada circulatória é definida como a cessação repentina da atividade cardíaca em um indivíduo que fica sem resposta, sem respiração normal e sem sinais de circulação.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_myocarditis,Miocardite,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à inflamação do tecido muscular do coração (miocardite) / um processo inflamatório que afeta o pericárdio (pericardite). Pode ser diagnosticado clinicamente, com assistência de um ecocardiograma, EKG, exames laboratoriais ou radiológicos.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_pericarditis,Pericardite,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à inflamação do tecido muscular do coração (miocardite) / um processo inflamatório que afeta o pericárdio (pericardite). Pode ser diagnosticado clinicamente, com assistência de um ecocardiograma, EKG, exames laboratoriais ou radiológicos.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_viralpneum,Pneumonia viral / pneumonite,"1, Sim | 0, Não | 99, Desconhecido","Definida como pneumonite (pneumonia) que se acredita ocorrer como consequência direta de um vírus infectante/vírus infectantes. Pneumonite viral pode ser um diagnóstico clínico, com ou sem evidência radiográfica ou histopatológica de consolidação pulmonar. Embora seja preferível, a identificação da espécie viral infectante não é essencial para fazer o diagnóstico.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
compl_bacpneumo,Pneumonia bacteriana,"1, Sim | 0, Não | 99, Desconhecido","Definida como pneumonia (pneumonite) que se acredita ocorrer como consequência direta de bactérias infectantes. É uma infecção aguda do parênquima pulmonar causada por bactérias (por exemplo, Streptococcus pneumoniae, Haemophilus influenzae, Chlamydia pneumoniae, Mycoplasma pneumoniae e Legionella pneumophila). Os sinais e sintomas incluem tosse produtiva, febre, calafrios, falta de ar e dor no peito. A pneumonia bacteriana pode ser um diagnóstico clínico, com ou sem evidência radiográfica ou histopatológica de consolidação pulmonar. Embora seja preferível, a identificação da espécie bacteriana infectante não é essencial para fazer o diagnóstico.","Indique ""Sim"" se o paciente apresentou isso em algum momento durante a hospitalização.",,
