Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
imagi_gallbladder,Pared de la vesícula biliar (mm),,"Se refiere al grosor de la pared de la vesícula biliar, en milímetros (mm).","Indica el espesor de la pared de la vesícula biliar, en milímetros (mm).",,
imagi_ultrasound_unlisted,Otros hallazgos,"1, Sí | 0, No | 99, Desconocido",Se refiere a otros hallazgos ecográficos que son clínicamente relevantes.,Indique “Sí” si hay otros hallazgos en la ecografía que sean clínicamente relevantes.,,
imagi_ultrasound_unlistedoth,En caso afirmativo: especifique otros hallazgos,,Se refiere a otros hallazgos de imágenes ecográficas que son clínicamente relevantes.,"En caso afirmativo, especifique los otros hallazgos de imágenes ecográficas que sean clínicamente relevantes.",,
imagi_ecg,Electrocardiograma (ECG),"1, Sí-normal | 2, Sí-anormal | 0, No | 99, Desconocido","Se refiere a un estudio que evalúa el efecto de un tratamiento sobre la actividad eléctrica cardíaca, evaluada mediante electrocardiografía.",Seleccione las opciones más adecuadas que correspondan a los hallazgos del ECG.,,
imagi_ecg_spec,Resumen del ECG,,Se refiere a un resumen de los hallazgos clave del ECG.,"Si la respuesta es ""Sí-anormal"", proporcione un resumen de los hallazgos clave del ECG.",,
imagi_ecg_date,Fecha del ECG,,Se refiere a la fecha del ECG,Escriba la fecha en formato DD/MM/AAAA.,,
medi_medtype,Seleccione agentes administrados durante la hospitalización o al momento del alta (una forma por medicamento),,"Esto se refiere a todos los medicamentos administrados en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y recetados al momento del alta.","Indique el tipo de agente, para todos los medicamentos administrados en cualquier momento durante el ingreso del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescritos al momento del alta.",,
medi_treat,¿Este medicamento trata la enfermedad?,"1, Sí | 0, No",,Indique “Sí” si este medicamento se está utilizando para tratar la enfermedad causada por el patógeno de interés.,,
medi_antiviralagent,Antivírico,,"Se refiere a cualquier agente recetado específicamente para tratar una infección viral sospechada o confirmada. Entre los ejemplos de inhibidores de la neuraminidasa se incluyen el oseltamivir, la ribavirina, el aciclovir y el lopinavir/ritonavir. No se incluyen las preparaciones tópicas.","Seleccione el(los) agente(s) antiviral(es) administrado(s) en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescrito(s) al momento del alta.",,
medi_antiviralagent_route,Ruta antiviral,"1, Oral | 2, Inhalado | 3, IV | 4, Tópico | 99, Desconocido","Se refiere a la parte del cuerpo a través de la cual o en la cual, o la forma en la cual, se introduce el medicamento (fármaco). Oral se refiere a la administración por boca. Inhalado se refiere a la administración a través de la vía respiratoria (insuflación en el tracto respiratorio). IV (intravenoso) se refiere a la administración en el torrente sanguíneo a través de una inyección en una vena. Tópico se refiere a la administración mediante la aplicación de preparaciones de medicamentos a las superficies del cuerpo, especialmente la piel o las membranas mucosas.",Indique la vía de administración del agente antiviral.,,
medi_antibioagent,Antibiótico,,Los antibióticos se refieren a cualquier agente que ataca selectivamente a las bacterias.,"Seleccione el(los) agente(s) antibiótico(s) administrado(s) en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescrito(s) al momento del alta.",,
medi_topicantibiotgent,Antibiótico tópico,"1, Penicilinas | 2, Cefalosporinas | 3, Tetraciclinas | 4, Aminoglucósidos | 5, Macrólidos | 6, Sulfonamidas y trimetoprima | 7, Quinolonas | 88, Otros | 99, Desconocido",Se refiere a la clase de antibiótico(s) tópico(s) administrado(s) durante el ingreso y/o prescrito(s) al momento del alta.,Indique la clase de antibiótico(s) tópico(s) administrado(s) durante el ingreso y/o prescrito(s) al alta,,
medi_corticost,Corticosteroides,,"Los corticosteroides (comúnmente llamados ""esteroides"") se refieren a todos los tipos de corticosteroides terapéuticos, fabricados en la corteza suprarrenal (la parte externa de la glándula suprarrenal). También se producen en el laboratorio. Algunos ejemplos incluyen: prednisolona, ​​prednisona, metilprednisolona, ​​dexametasona, hidrocortisona, fluticasona, betametasona. No se incluyen las preparaciones tópicas, pero sí las preparaciones inhaladas.","Seleccione el(los) corticosteroide(s) administrado(s) en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluido el departamento de emergencias, y prescrito(s) al momento del alta.",,
medi_corticost_route,Ruta de los corticosteroides,"1, Oral | 2, IV | 4, Inhalado | 99, Desconocido","Se refiere a la parte del cuerpo a través de la cual o en la cual, o la forma en la cual, se introduce el medicamento (fármaco). Oral se refiere a la administración por la boca. Inhalado se refiere a la administración a través de la vía respiratoria (insuflación en el tracto respiratorio). IV (intravenoso) se refiere a la administración en el torrente sanguíneo a través de una inyección en una vena.",Indique la vía de administración del corticosteroide.,,
medi_anticoaguagent,Anticoagulación,,"Un anticoagulante es cualquier agente capaz de prevenir la formación de coágulos sanguíneos o la agregación plaquetaria. Esto incluye agentes como la heparina, la warfarina, la aspirina, el clopidogrel y los anticoagulantes administrados por vía subcutánea, entre muchos otros. No se incluyen las preparaciones tópicas.","Seleccione el(los) anticoagulante(s) administrados en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescritos al momento del alta.",,
medi_anticoaguagent_route,Vía de anticoagulación,"1, Oral | 2, Subcutánea | 3, IV | 99, Desconocido","Se refiere a la parte del cuerpo a través de la cual o en la cual, o la forma en la cual, se introduce el medicamento (fármaco). Oral se refiere a la administración por la boca. Subcutánea se refiere a la administración debajo de la piel de un medicamento líquido, nutriente u otro fluido a través de una aguja hueca que perfora la piel. IV (intravenosa) se refiere a la administración en el torrente sanguíneo a través de una inyección en una vena.",Indique la vía de administración del corticosteroide.,,
medi_anticoaguagent_ind,Indicación de anticoagulación,"1, Terapéutico (tratamiento de TVP/EP) | 2, Profilaxis mejorada para infección con patógeno de interés | 3, Profilaxis de rutina para pacientes hospitalizados | 99, Desconocido",Esto se refiere a la indicación del(los) anticoagulante(s).,Seleccione la opción más adecuada correspondiente a la indicación del(los) anticoagulante(s).,,
medi_antifungagent,Agente antifúngico,,"Se refiere a cualquier agente que inhiba el crecimiento o mate hongos, recetado específicamente para tratar una infección fúngica sospechada o confirmada.","Seleccione el(los) agente(s) antimicótico(s) administrado(s) en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescrito(s) al momento del alta.",,
medi_inotropesvasopressor,Inotrópicos / vasopresores,"1, Vasopresina | 2, Fenilefrina | 3, Epinefrina | 4, Norepinefrina | 5, Dopamina | 6, Angiotensina-II | 7, Terlipresina | 88, Otros","Se refiere al uso continuo de un vasopresor o inotrópico durante al menos una hora. Los agentes incluyen norepinefrina, epinefrina, vasopresina, terlipresina y fenilefrina. Los inotrópicos ""positivos"" de uso común incluyen dobutamina, dopamina, milrinona y adrenalina (epinefrina).","Seleccione el agente vasopresor o inotrópico administrado en cualquier momento durante el ingreso del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescrito al momento del alta.",,
medi_analgesi,Agente analgésico,"1, Paracetamol | 2, AINE | 3, Opiáceos | 4, Ketamina | 88, Otros | 99, Desconocido","Se refiere a cualquier agente que alivie el dolor sin pérdida de conciencia. Entre ellos se incluyen los agentes analgésicos opioides, no opioides y adyuvantes.","Indique el(los) agente(s) analgésico(s) administrado(s) en cualquier momento durante el ingreso del paciente en el centro clínico (hospital), incluido el departamento de urgencias, y prescrito(s) al momento del alta.",,
medi_analgesic_route,Vía del agente analgésico,"1, Oral | 2, Subcutánea | 3, IV | 4, IM | 5, Rectal | 6, Tópica | 7, Sublingual | 99, Desconocida","Se refiere a la parte del cuerpo a través de la cual o en la cual, o la forma en la cual, se introduce/administra el medicamento (fármaco). Oral se refiere a la administración por la boca. Inhalado se refiere a la administración a través de la vía respiratoria (insuflación en el tracto respiratorio). Subcutáneo se refiere a la administración debajo de la piel a través de una aguja hueca que perfora la superficie de la piel. IV (intravenoso) se refiere a la administración en el torrente sanguíneo mediante inyección en una vena. IM (intramuscular) se refiere a la administración en un músculo a través de una aguja hueca que perfora el músculo y cualquier tejido que lo cubra. Rectal se refiere a la administración en el tracto gastrointestinal mediante inserción en el recto. Tópico se refiere a la administración mediante la aplicación de preparaciones de medicamentos a las superficies del cuerpo, especialmente la piel o las membranas mucosas. Sublingual se refiere a la administración de un medicamento debajo de la lengua.",Indique la vía de administración del(los) agente(s) analgésico(s).,,
medi_antipruritic,Agente antipruriginoso,"1, Hidrocortisona | 2, Calamina | 3, Antihistamínicos | 4, Hidroxicina | 88, Otros | 99, Desconocido",Esto se refiere a cualquier agente que alivie la picazón (prurito).,"Seleccione el(los) agente(s) antipruriginoso(s) administrado(s) en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescrito(s) al momento del alta.",,
medi_antipruritic_route,Vía del agente antipruriginoso,"1, Tópico | 2, Oral | 3, IV | 4, IM | 99, Desconocido","Se refiere a la parte del cuerpo a través de la cual o en la cual, o la forma en la cual, se introduce/administra el medicamento (fármaco). Oral se refiere a la administración por la boca. Inhalado se refiere a la administración a través de la vía respiratoria (insuflación en el tracto respiratorio). IV (intravenoso) se refiere a la administración en el torrente sanguíneo a través de una inyección en una vena. IM (intramuscular) se refiere a la administración en un músculo a través de una aguja hueca que perfora el músculo y cualquier tejido que lo cubra. Tópico se refiere a la administración mediante la aplicación de preparaciones de medicamentos a las superficies del cuerpo, especialmente la piel o las membranas mucosas.",,,
medi_medstartdate,Fecha de inicio del agente/primera dosis,,Esto se refiere a la fecha en que se inició el medicamento/se administró la primera dosis.,Introduzca la fecha en formato DD/MM/AAAA.,,
medi_medenddate,Fecha en que finalizó el agente/última dosis,,Esto se refiere a la fecha en que se suspendió el medicamento/se administró la última dosis.,Introduzca la fecha en formato DD/MM/AAAA.,,
medi_numdays,Número total de días de tratamiento administrado,,Se refiere al número total de días durante los cuales se recibió una dosis o se indicó tomarla según prescripción del alta.,Ingrese el número total de días durante los cuales se recibió o se indicó tomar una dosis según la prescripción del alta.,,
medi_frequency,Frecuencia,,"Se refiere a la frecuencia de administración de un medicamento específico en un período de 24 horas (de 00:00 a 24:00 horas). Algunos ejemplos son ""cada 4 horas"", ""dos veces al día"", etc.",,,
medi_dose,Dosis,,"Se refiere a la dosis del medicamento administrado en cualquier momento durante el ingreso del paciente en el centro clínico (hospital), incluso en el servicio de urgencias, y prescrito al alta.",Escriba la dosis; no incluya unidades ya que esto se solicita en la siguiente pregunta.,,
medi_units,Unidades,,"Se refiere a la dosis del medicamento administrado en cualquier momento durante el ingreso del paciente en el centro clínico (hospital), incluso en el servicio de urgencias, y prescrito al alta.",Escribe las unidades de la dosis.,,
medi_numdoses,Número total de dosis (número de veces que se inyectó/tragó/infundió/insertó/aplicó/inhaló el medicamento),,"Se refiere al número total de dosis del medicamento administradas en cualquier momento durante la admisión del paciente en el centro clínico (hospital), incluso en el departamento de emergencias, y prescritas al momento del alta.","Escriba el número total de dosis del medicamento. Si el mismo medicamento se administró por diferentes vías, indique el número total de dosis de todas las vías de administración (inyectada/tragada/infundida/insertada/aplicada/inhalada).",,
medi_offlab,¿Se trató de un uso compasivo o no indicado en la etiqueta del medicamento?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la práctica de prescribir o utilizar un medicamento o una vacuna para una indicación que no está especificada en la licencia reglamentaria nacional.,Seleccione “Sí” si este medicamento se utilizó para una indicación que no está especificada en la licencia regulatoria nacional.,,
medi_offlab_spec1,En caso afirmativo: especifique el medicamento fuera de etiqueta o de uso compasivo,,Se refiere a la práctica de prescribir o utilizar un medicamento o una vacuna para una indicación que no está especificada en la licencia reglamentaria nacional.,Especifique el medicamento que se utilizó para una indicación que no está especificada en la licencia reglamentaria nacional.,,
test_yn,¿Se tomaron muestras de patógenos clínicos en este día?,"1, Sí | 0, No",Esto se refiere a la recolección de una muestra clínica para realizar pruebas de patógenos.,"Indique ""Sí"" si se recogió una muestra clínica para realizar pruebas de patógenos. Indique ""No"" si no se recogieron muestras clínicas para realizar pruebas de patógenos.",,
test_reasno,En caso negativo: especifique el motivo(s),,Esto se refiere a la recolección de una muestra clínica para realizar pruebas de patógenos.,"Si la respuesta es ""No"", especifique el motivo por el cual no se recolectaron muestras clínicas para realizar pruebas de patógenos ese día.",,
test_collectiondate,Fecha de recogida,,Se refiere a la fecha de recolección de una muestra clínica para la prueba de patógenos.,Escriba la fecha en la que se tomaron las muestras. Esta puede ser diferente a la fecha en la que se informan los resultados. Utilice el formato DD/MM/AAAA.,,
test_biospecimentype,Tipo de bioespecimen,"1, Hisopado nasal/NP | 2, Hisopado faríngeo | 3, Hisopado nasal/NP + faríngeo combinado | 4, Esputo | 5, BAL | 6, ETA | 11, Hisopado ocular | 12, Leche materna | 7, Hisopado de lesión | 13, Semen | 8, Orina | 9, Hisopado rectal/heces | 10, Sangre | 88, Otro | 99, Desconocido",Esto se refiere al tipo de muestra clínica recolectada para la prueba de patógenos. El hisopado nasal/nasofaríngeo (NP) se refiere a la recolección de material biológico del interior de los conductos nasales/nasofaringe. El hisopado faríngeo se refiere a la recolección de material biológico del interior de la garganta/orofaringe. El hisopado nasal/NP + faríngeo combinado se refiere a la recolección utilizando tanto el hisopado nasal/nasofaríngeo (NP) como el hisopado faríngeo. El esputo se refiere al material expectorado de los pulmones y expectorado a través de la boca. El lavado broncoalveolar (BAL) se refiere al lavado de los pulmones con solución salina o agentes mucolíticos con fines diagnósticos o terapéuticos. El aspirado endotraqueal (ETA) se refiere a la recolección de muestra del tubo endotraqueal. El hisopado ocular se refiere a la recolección de muestra biológica de la superficie del ojo. El hisopado de lesión se refiere a la recolección de muestra biológica de una lesión en la piel o membrana mucosa. El semen se refiere a la secreción de los órganos reproductores masculinos que se descarga tras la eyaculación. Las heces o el hisopado rectal se refieren a una muestra biológica extraída de materia fecal o del recto mediante un hisopado.,Seleccione la opción más apropiada que represente el tipo de muestra clínica recolectada para la prueba de patógenos.,,
test_biospecimentypeoth,Si es otro: especifique el tipo de bioespecímen,,Esto se refiere al tipo de muestra clínica recolectada para pruebas de patógenos.,"Si es “Otro”, especifique el tipo de muestra clínica recolectada para la prueba de patógenos.",,
test_labtestmethod,Método de prueba de laboratorio,"1, PCR | 2, IgG | 3, Cultivo | 4, IgM | 6, RDT | 5, Detección de antígeno | 99, Desconocido",Esto se refiere al método de laboratorio utilizado para detectar el patógeno.,Seleccione la opción más apropiada que represente el método de laboratorio utilizado para analizar el patógeno.,,
test_pathtested,Patógeno probado/detectado,,Esto se refiere al(los) patógeno(s) analizados para utilizar la muestra biológica.,Indique el(los) patógeno(s) que se analizaron utilizando la muestra biológica.,,
test_result,Resultado de la prueba de patógenos,"1, Detectado | 0, No detectado | 2, Equívoco | 99, Desconocido",Esto se refiere a los resultados de los patógenos analizados para utilizar la muestra biológica.,Seleccione la opción más apropiada que represente los resultados de los patógenos analizados para utilizar la muestra biológica.,,
test_ctvalue,Valor de TC,,Esto se refiere al umbral de ciclo (CT) para la detección de ácidos nucleicos en una muestra mediante la reacción en cadena de la polimerasa en tiempo real.,Indique el valor CT.,,
test_genrep,Secuencia disponible en repositorio de datos genómicos,"1, Sí | 0, No",Esto se refiere a la disponibilidad de la secuencia genómica del patógeno en un repositorio de datos.,Indique “Sí” si la secuencia está disponible en un repositorio de datos genómicos.,,
test_genrep_db,Repositorio genómico,,Se refiere al repositorio genómico que contiene los datos de la secuencia del patógeno.,Seleccione el repositorio genómico que contiene los datos de la secuencia del patógeno.,,
test_genrep_ref,Identificador de secuencia del repositorio,,Se refiere al identificador de la secuencia en el repositorio.,Escribe el identificador de la secuencia en el repositorio genómico.,,
diagn_influenza,INFLUENZA,,,,,
diagn_influenza_test,Influenza,"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado y sin diagnóstico clínico | 3, No probado y sin diagnóstico clínico | 99, Desconocido",Se refiere al método de identificar o excluir una infección con el virus de la influenza durante el ingreso de este paciente.,Seleccione la opción más apropiada que represente el método de identificación o exclusión de una infección por el virus de la influenza en este ingreso.,,
diagn_influenza_type,Tipo de influenza,"1, A-no tipificado | 2, A/H3N2 | 3, A/H1N1pdm09 | 4, A/H7N9 | 5, A/H5N1 | 6, B | 88, Otro",Se refiere al tipo de virus de influenza detectado en este ingreso.,Seleccione la opción más apropiada que represente el tipo de virus de influenza detectado en este ingreso.,,
diagn_influenza_other,Si es otro: especifique otro tipo de influenza,,Se refiere al tipo de virus de influenza detectado en este ingreso.,Si es 'Otro' especifique el tipo de virus de influenza detectado en este ingreso.,,
diagn_influenza_resist,Identificada resistencia al oseltamivir,"1, Sí | 0, No | 99, Desconocido",Se refiere a la identificación de la resistencia al oseltamivir.,Indique “Sí” si se identificó resistencia al oseltamivir.,,
diagn_rsv,Virus respiratorio sincitial (VSR),"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección por VSR en este ingreso.,Seleccione la opción más apropiada que represente el método de identificación o exclusión de una infección por VSR en este ingreso.,,
diagn_covid,SARS-CoV-2 (COVID-19),"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado y sin diagnóstico clínico | 3, No probado y sin diagnóstico clínico | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección por SARS-CoV-2 (COVID-19) durante el ingreso de este paciente.,Seleccione la opción más apropiada que represente el método de identificación o exclusión de una infección por SARS-CoV-2 (COVID-19) en este ingreso.,,
diagn_adenovirus,Adenovirus,"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección por Adenovirus en este ingreso.,Seleccione la opción más apropiada que represente el método de identificación o exclusión de una infección por Adenovirus en este ingreso.,,
diagn_mpox,MPOX,,,,,
diagn_mpox_test,Mpox,"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado y sin diagnóstico clínico | 3, No probado y sin diagnóstico clínico | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección por el virus Mpox en esta admisión.,Seleccione la opción más apropiada que represente el método de identificación o exclusión de una infección con el virus Mpox en esta admisión.,,
diagn_mpox_clade,Clado Mpox,"1, Ia | 2, Ib | 3, Subtipo I desconocido | 4, IIa | 5, IIb | 6, Subtipo II desconocido | 7, No realizado | 99, Desconocido | 88, Otro",Se refiere al clado del virus Mpox identificado durante la prueba mpox.,Seleccione la opción más apropiada que represente el clado del virus Mpox identificado durante la prueba mpox.,,
diagn_mpox_clade_other,Especificar otro clado mpox,,Se refiere al clado del virus Mpox identificado durante la prueba mpox.,"Si es 'Otro', escriba el clado del virus Mpox identificado durante la prueba mpox.",,
diagn_chickenpox,Varicela,"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado y sin diagnóstico clínico | 3, No probado y sin diagnóstico clínico | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección por el virus de la varicela (virus varicela-zóster) en este ingreso.,Seleccione la opción más apropiada que represente el método de identificación o exclusión de una infección por el virus de la varicela (virus varicela-zóster) en este ingreso.,,
diagn_hepatitis,HEPATITIS,,,,,
diagn_hepatitis_test,Virus de la hepatitis,"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección aguda por un virus de hepatitis en este ingreso.,Seleccione la opción más apropiada correspondiente al método de identificación o exclusión de una infección aguda por un virus de hepatitis en este ingreso.,,
diagn_hepatitis_type,Tipo de hepatitis,"1, A | 2, B | 3, C | 4, D | 5, E | 88, Otros","Esto se refiere tanto a los virus de ADN y ARN como a los virus de humanos y animales, siguiendo una clasificación no taxonómica de virus no relacionados, que causan inflamación y disfunción hepática.","Si la infección por el virus de la hepatitis está 'confirmada por laboratorio', seleccione la opción más apropiada correspondiente al tipo de virus de la hepatitis detectado.",,
diagn_hepatitist_other,Si es otro: especifique otro tipo de hepatitis,,"Esto se refiere tanto a los virus de ADN y ARN como a los virus de humanos y animales, siguiendo una clasificación no taxonómica de virus no relacionados, que causan inflamación y disfunción hepática.","Si es 'Otro', especifique el tipo de virus de la hepatitis.",,
diagn_dengue,DENGUE,,,,,
diagn_dengue_test,Infección por el virus del dengue,"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado y sin diagnóstico clínico | 3, No probado y sin diagnóstico clínico | 99, Desconocido",Se refiere al método de identificación o exclusión de una infección aguda por el virus del dengue en este ingreso.,"Seleccione la opción más adecuada que corresponda al método de identificación o exclusión de una infección aguda por virus del dengue en este ingreso. Si no se realizó la prueba, seleccione ""Desconocido"".",,
diagn_dengue_nsi,Prueba de detección de desastres NS1,"1, Positivo | 0, Negativo | 99, Desconocido",Esto se refiere a un antígeno NS1 del dengue en la prueba de diagnóstico rápido NS1.,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_ns1,Prueba combinada NS1/IgM/IgG (RDT): primera muestra de NS1,"1, Positivo | 0, Negativo | 99, Desconocido",Esto se refiere a un antígeno NS1 del dengue en la prueba de diagnóstico rápido combinada (NS1/IgM/IgG).,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_igm,Prueba combinada NS1/IgM/IgG (RDT): primera muestra de IgM,"1, Positivo | 0, Negativo | 99, Desconocido",Esto se refiere a un anticuerpo IgM del dengue en la prueba de diagnóstico rápido combinada (NS1/IgM/IgG).,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_igg,Prueba combinada NS1/IgM/IgG (RDT): primera muestra de IgG,"1, Positivo | 0, Negativo | 99, Desconocido",Esto se refiere a un anticuerpo IgG del dengue en la prueba de diagnóstico rápido combinada (NS1/IgM/IgG).,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_elisa,Primera muestra de ELISA NS1,"1, Positivo | 0, Negativo | 99, Desconocido",Puede sustituirse con información RDT si es necesario,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_datefs,Fecha de la primera muestra de ELISA IgM/IgG,,Esto se refiere a la fecha en que se recogió la primera muestra.,Introduzca la fecha en formato DD/MM/AAAA.,,
diagn_dengue_igmfs,Primera muestra de ELISA de IgM,"1, Positivo | 0, Negativo | 99, Desconocido",Puede sustituirse con información RDT si es necesario,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_iggfs,Primera muestra de ELISA de IgG,"1, Positivo | 0, Negativo | 99, Desconocido",Puede sustituirse con información RDT si es necesario,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_ns1sec,Segunda muestra de ELISA NS1,"1, Positivo | 0, Negativo | 99, Desconocido",Puede sustituirse con información RDT si es necesario,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_datess,Fecha de la segunda muestra de ELISA IgM/IgG,,Esto se refiere a la fecha en que se recogió la primera muestra.,Introduzca la fecha en formato DD/MM/AAAA.,,
diagn_dengue_igmss,Segunda muestra de ELISA de IgM,"1, Positivo | 0, Negativo | 99, Desconocido",Puede sustituirse con información RDT si es necesario,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_iggss,Segunda muestra de ELISA de IgG,"1, Positivo | 0, Negativo | 99, Desconocido",Puede sustituirse con información RDT si es necesario,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_pcr,PCR del dengue,"1, Positivo | 0, Negativo | 99, Desconocido",Esto se refiere a la prueba de reacción en cadena de la polimerasa (PCR) para el virus del dengue.,Indique “Positivo” o “Negativo” según el resultado. Seleccione “Desconocido” si no se realizó la prueba.,,
diagn_dengue_pcrtyp,Tipo de virus del dengue,"1, DENV1 | 2, DENV2 | 3, DENV3 | 4, DENV4","Se refiere a la etiqueta de serotipo de la especie viral del virus del dengue, que es un virus ARN monocatenario de sentido positivo de la familia Flaviviridae y del género Flavivirus, detectado mediante la prueba de PCR.",Seleccione la opción más apropiada que represente la etiqueta del serotipo de la especie viral del virus del dengue detectada mediante la prueba de PCR.,,
diagn_bacte,Infección bacteriana,"1, Confirmado por laboratorio | 0, Negativo por laboratorio | 2, No probado | 99, Desconocido",Se refiere al método de identificar o excluir una infección bacteriana en este ingreso.,Seleccione la opción más apropiada que represente el método de identificación o exclusión de una infección bacteriana en este ingreso.,,
diagn_pathounlist,Otros patógenos detectados,"1, Sí | 0, No | 99, Desconocido","Esto se refiere a la detección de otros patógenos, no enumerados anteriormente.","Especifique otros patógenos detectados, no enumerados anteriormente.",,
diagn_clinpneumonia,¿Neumonía clínica diagnosticada?,"1, Sí | 0, No | 99, Desconocido",La neumonía se refiere a una infección del pulmón a menudo acompañada de inflamación.,Indique “Sí” si se diagnosticó neumonía clínicamente en cualquier momento durante la hospitalización.,,
compl_strokecva,Accidente cerebrovascular / ictus,"1, Sí | 0, No | 99, Desconocido","Se define como una pérdida repentina de la función neurológica secundaria a una hemorragia o isquemia en el parénquima cerebral debido a un evento vascular. El accidente cerebrovascular puede ser un diagnóstico clínico, con o sin hallazgos radiológicos de apoyo.",Indique “Sí” si el paciente experimentó esto en cualquier momento durante la hospitalización.,,
