Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_VHF,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy
outcome,DIAGNOSIS,diagn_hepatitis_type_oth,text,Specify other hepatitis type,,,,,,[diagn_hepatitis_type]='88',,"This refers to both DNA and RNA viruses as well viruses from humans and animals, following a non-taxonomic classification of unrelated viruses, that cause liver inflammation and dysfunction.","If 'Other', specify the type of Hepatitis virus. ",,,,,,,,1,,,,,,,,,,
outcome,DIAGNOSIS,diagn_bacte,text,If any diagnosis is Bacterial infection: Specify,,,,,,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional_list]='5' or [diagn_additional2_list]='5',,Refers to the method of identifying or excluding a bacterial infection in this admission.,Select the single most appropriate option that represents the method of identifying or excluding a bacterial infection in this admission.,SNOMED,"87628006, Bacterial infectious disease (disorder)",,,,,1,1,1,1,1,,,,,,,
outcome,DIAGNOSIS,diagn_bacte_cont,radio,Bacterial infection (if Lab confirmed),"1, Community acquired | 2, Hospital acquired | 99, Unknown",,,,,[diagn_primary]='5' or [diagn_secondary]='5' or [diagn_additional_list]='5' or [diagn_additional2_list]='5',,Refers to the method of identifying or excluding a bacterial infection in this admission.,Select the single most appropriate option that represents the method of identifying or excluding a bacterial infection in this admission.,SNOMED,"87628006, Bacterial infectious disease (disorder)",,,,,1,1,1,1,1,,,,,,,
outcome,DIAGNOSIS,diagn_pathounlist,list,Other pathogen(s) detected,"1, Yes | 0, No | 99, Unknown",,,,pathogens_Other,,,"This refers to the detection of other pathogens, not listed above.","Specify other detected pathogens, not listed above.",,,,,,,,,,,1,,,,,,,
outcome,DIAGNOSIS,diagn_pathounlist_cont,radio,Other pathogen(s) (if Lab confirmed),"1, Community acquired | 2, Hospital acquired | 99, Unknown",,,,,[diagn_pathounlist]='1',,Refers to the method of identifying or excluding a bacterial infection in this admission.,Select the single most appropriate option that represents the method of identifying or excluding a bacterial infection in this admission.,,,,,,,,,,,1,,,,,,,
outcome,OUTCOME,outco_date,date_dmy,Outcome date,,date_dmy,,today,,,,This refers to the date of the outcome.,Enter the date of the outcome. (Use the format DD/MM/YYYY),,,,,,1,1,1,1,1,1,1,,,,,,
outcome,OUTCOME,outco_outcome,radio,Outcome,"1, Discharged alive | 2, Still hospitalised | 3, Transfer to other facility | 4, Death |5, Palliative care | 6, Discharged against medical advice | 7, Alive, not admitted",,,,,,,This refers to the outcome.,Select the outcome that is true on the outcome date. Palliative care includes palliative discharge.,,,,,"patient_outcome, clinical_features",1,1,1,1,1,1,1,,,,1,,
outcome,OUTCOME,outco_selfcare,radio,Ability to self-care at discharge versus before illness,"1, Same as before illness | 2, Worse | 3, Better | 99, Unknown",,,,,[outco_outcome] = '1',,This refers to the ability to perform basic personal care activities and instrumental activities of daily living at discharge compared to before onset of illness.,Select the single most appropriate option that represents the ability to perform basic personal care activities and instrumental activities of daily living at discharge compared to before onset of illness.,,,,,,1,,,1,1,1,,,,,,,
outcome,OUTCOME,outco_oxyth,radio,If discharged alive: Oxygen therapy post-discharge treatment,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1',,This refers to the patient's need for oxygen therapy post-discharge from hospital facility.,Indicate 'Yes' if the patient needs oxygen therapy post-discharge from the hospital facility.,,,,,,1,1,,,1,1,,,,,,,
outcome,OUTCOME,outco_carerel,radio,If discharged alive or still hospitalised: Ongoing health care needs relating to this admission for pathogen of interest,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1' or [outco_outcome]='2',,This refers to the need for ongoing health care relating to this admission for pathogen of interest,Indicate 'Yes' if the patient needs ongoing health care relating to this admission for pathogen of interest.,,,,,,1,1,1,1,1,1,,,,,,,
outcome,OUTCOME,outco_carenonrel,radio,If discharged alive or still hospitalised: Ongoing health care needs NOT related to pathogen episode,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome] = '1' or [outco_outcome]='2',,This refers to the need for ongoing health care not relating to this admission for pathogen of interest,Indicate 'Yes' if the patient needs ongoing health care not relating to this admission for pathogen of interest.,,,,,,1,1,1,,,1,,,,,,,
outcome,OUTCOME,outco_carefordif,radio,"If Still hospitalised or transfer to other facility:  Medically fit for discharge (pathogen resolved) but remains in hospital for other reason (e.g. awaiting alternate care, resident in long term health care or mental health facility)","1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome]='2' or [outco_outcome]='3',,"This refers to the patient being medical fit for discharge (pathogen infection has resolved) but remaining in hospital for other reasons (e.g. awaiting alternate care, resident in long term health care or mental health facility).","Indicate 'Yes' if the patient is medical fit for discharge (pathogen infection has resolved) but remains in hospital for other reasons (e.g. awaiting alternate care, resident in long term health care or mental health facility)",,,,,,1,1,1,1,1,1,,,,,,,
outcome,OUTCOME,outco_transfersite,radio,If transfer to other facility: is the transfer facility a study site?,"1, Yes | 0, No | 99, Unknown",,,,,[outco_outcome]='3',,This refers to whether the transfer facility is a study site,Indicate 'Yes' if the transfer facility is a study site,,,,,,,,,,1,,,,,,,,
outcome,OUTCOME,outco_transfersite_pin,text,What is the Participant Identification Number at the new facility?,"1, Yes | 0, No | 99, Unknown",,,,,[outco_transfersite]='1',,This refers to the participant identification number at the transfer facility.,Indicate the participant identification number at the transfer facility.,,,,,,,,,,1,,,,,,,,
outcome,OUTCOME,outco_ceiling,radio,Was a maximal level of medical support ('ceiling of care') set for the patient during their admission?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to the maximal level of medical support set for the patient during the current admission.,"Indicate 'Yes', if a maximal level of medical support for set for this patient during the current admission. ",,,,,,,,,,,1,,,,,,,
outcome,OUTCOME,outco_ceiling_descri,notes,Describe what this was (e.g. not for invasive ventilation; not for ICU; or not for CPR),,,,,,[outco_ceiling]='1',,This refers to the maximal level of medical support set for the patient during the current admission.,"If 'Yes', describe the maximal level of medical support set for this patient during the current admission.",,,,,,,,,,,1,,,,,,,
pregnancy,PREGNANCY DETAILS,preg_form,descriptive,"Complete this form only for pregnant patients, postpartum patients (≤28 days after delivery), or neonates whose mothers are not included in the study.",,,,,,,,Calendar date (DD–MM–YYYY) on which the CRF was completed.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY DETAILS,preg_date,text,Date of form completion,,date_dmy,,,,,,,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY DETAILS,pregdet_medirep,radio,Medically assisted reproduction? ,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to medical procedures used primarily to address infertility.,,,,,,,,,,,,,,,,,,,1
pregnancy,PREGNANCY DETAILS,pregdet_edd,text,Estimated date of delivery (EDD),,date_dmy,,today,,,,"This refers to the expected date on which a pregnant woman will give birth. If not available, provide LMP below if possible",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY DETAILS,pregdet_lmp,text,Date of last menstrual period (LMP) ,,date_dmy,,today,,,,This refers to the date of the first day of the most recent menstrual cycle.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY DETAILS,pregdet_parity,text,Parity,,number,0,,,,,"This refers to the number of pregnancies that have progressed to a viable gestational age (usually ≥20 weeks), regardless of whether the infant was born alive or stillborn.
Multiple births (e.g., twins) from a single pregnancy are counted as one parity event.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY DETAILS,pregdet_gravidity,text,Gravidity,,number,0,,,,,"This refer to the total number of times a woman has been pregnant, regardless of the outcome of the pregnancies. This includes current pregnancy, miscarriages, abortions, ectopic pregnancies, and stillbirths.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY DETAILS,pregdet_prevcs,text,Number of previous surgical (caesarean section) deliveries.,,number,0,,,,,This refers to the number of previous surgical deliveries of one or more intrauterine fetuses though an abdominal incision (cesaerian section).,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY DETAILS,pregdet_fetnum,text,Number of embryos/foetuses in this pregnancy.,,number,0,,,,,This refers to the number of embryos/fetuses in this pregnancy,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_comor,radio,Co-morbidities during the current pregnancy,"1, Yes | 0, No | 99, Unknown",,,,,,,Pre-existing or pregnancy-related medical conditions present at any time during the current pregnancy that may affect maternal or fetal health.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_diabetes,radio,Diabetes,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,"Disordered glucose metabolism present during the current pregnancy, including pre-existing type 1 or type 2 diabetes mellitus or diabetes first diagnosed during pregnancy (gestational diabetes).",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_obesity,radio,Obesity,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,A maternal condition defined by a pre-pregnancy or early pregnancy body mass index (BMI) of ≥30 kg/m².,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_hypertension,radio,Hypertension,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,"Elevated blood pressure (≥140/90 mmHg) present during the current pregnancy, whether pre-existing or diagnosed during pregnancy",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_sicklecell,radio,Sickle cell,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,"A hemoglobin disorder characterized by the presence of sickle hemoglobin, including sickle cell disease or sickle cell trait, present during the current pregnancy.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_renal,radio,Renal diseases,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,"Acute or chronic impairment of kidney function present during the current pregnancy, including chronic kidney disease, nephropathy, or pregnancy-associated renal dysfunction",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_immsup,radio,Immunosuppression,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,"A state of reduced immune function due to medical treatment present during the current pregnancy, such as systemic corticosteroids, biologic therapies, chemotherapy, or post-transplant immunosuppressive drugs.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_immcom,radio,Immunocompromised,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,"Impaired immune function due to an underlying medical condition present during the current pregnancy, such as HIV infection, congenital immunodeficiency, or malignancy.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_othcomor,radio,Other,"1, Yes | 0, No | 99, Unknown",,,,,[preg_comor]='1',,Any other maternal medical condition present during the current pregnancy that is not listed above.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_othcomor_spec,text,"If other, specify",,,,,,[preg_othcomor]='1',,,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_smoking,radio,Smoking status,"1, Current smoker | 2, Former smoker (stopped PRIOR TO pregnancy) | 3, Former smoker (stopped DURING pregnancy) | 0, Never smoked",,,,,,,Maternal tobacco use,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-COMORBIDITIES,preg_substance,radio,Substance use during pregnancy,"1, Yes | 0, No | 99, Unknown",,,,,,,"Use of non-prescribed psychoactive substances (e.g., alcohol, cannabis, opioids, stimulants) at any time during pregnancy.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_mat,radio,Maternal pregnancy complications?,"1, Yes | 0, No | 99, Unknown",,,,,,,,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_preecl,radio,Pre-eclampsia,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,New-onset hypertension (≥140/90 mmHg) after 20 weeks’ gestation with proteinuria or end-organ dysfunction,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_preecl_week,text,Gestational week of onset,,number,,,,[pregcomp_preecl]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_ecl,radio,Eclampsia ,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,"Occurrence of generalized seizures in a woman with pre-eclampsia, not attributable to other causes.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_ecl_week,text,Gestational week of onset,,number,,,,[pregcomp_ecl]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_hellp,radio,HELLP Syndrome,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,"Severe pre-eclampsia variant characterized by Hemolysis, Elevated Liver enzymes, and",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_hellp_week,text,Gestational week of onset,,number,,,,[pregcomp_hellp]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_gdm,radio,Gestational diabetes,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,"Glucose intolerance with onset or first recognition during pregnancy, diagnosed by standard glucose testing.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_gdm_week,text,Gestational week of onset,,number,,,,[pregcomp_gdm]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_pih,radio,Pregnancy-induced hypertension,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,New-onset hypertension after 20 weeks’ gestation without proteinuria or systemic features.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_pih_week,text,Gestational week of onset,,number,,,,[pregcomp_pih]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_utbleed,radio,Uterine bleeding,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,"Vaginal bleeding occurring during pregnancy, excluding normal implantation bleeding.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_utbleed_week,text,Gestational week of onset,,number,,,,[pregcomp_utbleed]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_malaria,radio,Malaria infection in pregnancy,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,Laboratory-confirmed Plasmodium infection during pregnancy.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_malaria_week,text,Gestational week of onset,,number,,,,[pregcomp_malaria]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_oth,radio,Other maternal pregnancy complication(s),"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_mat] = '1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_othspec,text,Specify other maternal pregnancy complication(s),,,,,,[pregcomp_oth] = '1',,,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_placfetab,radio,Placental / amniotic fluid / foetal abnormalities identified antenatally,"1, Yes | 0, No | 99, Unknown",,,,,,,Structural or functional abnormalities detected by ultrasound or prenatal testing.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_lowaf,radio,Diminished amniotic fluid,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_placfetab] = '1',,Amniotic fluid volume below normal for gestational age.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_lowaf_week,text,Gestational week of onset,,number,,,,[pregcomp_lowaf]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_highaf,radio,Excessive amniotic fluid,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_placfetab] = '1',,Amniotic fluid volume above normal for gestational age.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_highaf_week,text,Gestational week of onset,,number,,,,[pregcomp_highaf]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_pprevia,radio,Placenta previa,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_placfetab] = '1',,Placenta partially or completely covering the internal cervical os.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_pprevia_week,text,Gestational week of onset,,number,,,,[pregcomp_pprevia]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_plowlying,radio,Low-lying placenta,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_placfetab] = '1',,Placenta located near but not covering the internal cervical os.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_plowlying_week,text,Gestational week of onset,,number,,,,[pregcomp_plowlying]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_pinsuff,radio,Placental insufficiency,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_placfetab] = '1',,Inadequate placental function resulting in impaired fetal growth or wellbeing.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_pinsuff_week,text,Gestational week of onset,,number,,,,[pregcomp_pinsuff]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_iugr,radio,Intrauterine growth restriction,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_placfetab] = '1',,Estimated fetal weight below the 10th percentile for gestational age due to pathological causes.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_iugr_week,text,Gestational week of onset,,number,,,,[pregcomp_iugr]='1',,Completed gestational week at which the condition was first diagnosed or documented.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_othpyn,radio,Other placental / amniotic fluid / foetal abnormalities identified antenatally,"1, Yes | 0, No | 99, Unknown",,,,,[pregcomp_placfetab] = '1',,,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED COMPLICATIONS ,pregcomp_othpspec,text,specify other placental / amniotic fluid / foetal abnormalities identified antenatally,,,,,,[pregcomp_othpyn] = '1',,,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY MEDICATIONS,pregmed_immunosup,radio,Any immunosuppressive treatment during pregnancy?,"1, Yes | 0, No | 99, Unknown",,,,,,,"Use of medications that reduce immune function, including systemic corticosteroids, biologics, chemotherapy, or transplant-related drugs.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY MEDICATIONS,pregmed_immunosup_num,text,How many immunosuppressive drugs?,,number,,,,[pregmed_immunosup] = '1',,Number of distinct immunosuppressive agents taken concurrently or sequentially during pregnancy.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY MEDICATIONS,pregmed_immunosup_name,text,Name(s) of immunosuppressive drug(s).,,,,,,[pregmed_immunosup] = '1',,Generic name(s) of immunosuppressive medication(s) used.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY MEDICATIONS,pregmed_otheryn,radio,Any other pregnancy medications?,"1, Yes | 0, No | 99, Unknown",,,,,,,Use of any prescribed or over-the-counter medication (excluding immunosuppressants) during pregnancy.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY MEDICATIONS,pregmed_othernum,text,How many pregnancy medications?,,number,,,,[pregmed_otheryn] = '1',,Number of distinct medications taken during pregnancy.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY MEDICATIONS,pregmed_othername,text,Name(s) of medication(s).,,,,,,[pregmed_otheryn] = '1',,Generic name(s) of medications used.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY VACCINES,pregmed_antvacc,checkbox,Antenatal vaccines administered,"1, COVID-19 | 2, Hepatitis B | 3, Yellow fever | 4, Chickenpox | 88, Other",,,,,,,"Vaccines received during pregnancy (e.g., tetanus, influenza, COVID-19).",,,,,,,,,,,1,,,,,,,,
pregnancy,PREGNANCY VACCINES,pregmed_antvacc_oth,text,"If other, specify",,,,,,[pregmed_antvacc(88)]='1',,,,,,,,,,,,,1,,,,,,,,
pregnancy,PREGNANCY-RELATED TESTING,pregtest_yn,radio,Were biological samples taken tested during pregnancy?,"1, Yes | 0, No | 99, Unknown",,,,,,,Any maternal biological specimen collected and analyzed during pregnancy.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED TESTING,pregtest_type,checkbox,Which of the following samples were taken? ,"1, Amniotic fluid | 2, Placenta | 3, Cord blood | 4, Vaginal swab | 5, Faecal/rectal swab | 6, Pregnancy tissue | 99, Unknown | 88, Other",,,,,[pregtest_yn] = '1',,Any maternal biological specimen collected and analyzed during pregnancy.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY-RELATED TESTING,pregtest_desc,text,Describe the sample testing and results.,,,,,,[pregtest_yn] = '1',,Laboratory method used and qualitative/quantitative result.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_bboutc,radio,Pregnancy outcome,"1, Livebirth (even if infant died after birth) | 2, Miscarriage (<22 weeks) | 3, Termination by choice | 4, Termination - ultrasound abnormality | 5, Termination - other/unknown reason | 6, Stillbirth (intra-uterine / intrapartum death from 22 gest weeks) | 7, Ectopic pregnancy | 8, Ongoing | 99, Unknown",,,,,,,"Final outcome of pregnancy (live birth, stillbirth, miscarriage, termination).",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_weeks,text,Gestational age at outcome (completed weeks),,number,,,,[pregout_bboutc] = '1' or [pregout_bboutc] = '2' or [pregout_bboutc] = '3' or [pregout_bboutc] = '4' or [pregout_bboutc] = '5' or [pregout_bboutc] = '6',,"Gestational age at delivery or pregnancy end, calculated in completed weeks.",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_bbtest,radio,Baby tested for mother's infection of interest?,"1, Yes | 0, No | 99, Unknown",,,,,,,Infant tested for the pathogen affecting the mother.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_bbresl,radio,Specify test result from mother's infection of interest ,"1, Positive | 0, Negative | 99, Unknown",,,,,[pregout_bbtest] = '1',,Laboratory result of infant testing related to maternal infection.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_bboutc_termreas,text,"If termination for ultrasound abnormality or other reason, specify",,,,,,[pregout_bboutc] = '4' or [pregout_bboutc] = '5',,Specify clinical indication for pregnancy termination.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_bboutc_stillb,radio,If stillbirth: macerated or fresh?,"1, Macerated | 2, Fresh | 99, Unknown",,,,,[pregout_bboutc] = '6',,"Fresh: death occurred during labor or shortly before delivery ;Macerated: death occurred days before delivery, with skin change",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_matdeath,radio,Did mother die in pregnancy?,"1, Yes | 0, No | 99, Unknown",,,,,,,Death occurring during pregnancy or within 42 days of pregnancy end.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_matdeath_age,text,Age at death,,number,0,,,[pregout_matdeath] = '1',,Maternal age in completed years at time of death.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_matdeath_cause,text,Cause(s) of death,,,,,,[pregout_matdeath] = '1',,Underlying and contributing medical causes.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_matdeath_place,radio,Place of death,"1, At home | 2, Hospital/medical facility | 99, Unknown",,,,,[pregout_matdeath] = '1',,"Location where death occurred (e.g., hospital, home).",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_matdeath_time,radio,Death timepoint,"1, Pre-delivery | 2, During delivery | 3, Post-delivery (within 40 days) | 99, Unknown",,,,,[pregout_matdeath] = '1',,"Timing relative to pregnancy (antenatal, intrapartum, postpartum).",,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_othdet,text,"Other details about pregnancy, not specified above.",,,,,,,,,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_nbornincl,radio,Is the newborn included in the study?,"1, Yes | 0, No | 99, Unknown",,,,,,,Indicates whether the infant is formally enrolled.,,,,,,,,,,,1,,,,,,,,1
pregnancy,PREGNANCY OUTCOME,pregout_nborpin,text,Indicate the newborn's Participant Identification Number (PIN),,,,,,[pregout_nbornincl]='1',,Unique study identifier for the newborn.,,,,,,,,,,,1,,,,,,,,1
neonate,NEWBORN OUTCOMES,nborn_sex,radio,Newborn sex at birth,"1, Male | 2, Female | 99, Unknown | 88, Other",,,,,,,This refers to the physical sexual characteristics at birth.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_modedel,radio,Mode of delivery,"1, Vaginal | 2, Assisted vaginal | 3, Elective caesarean (before labour, before rupture of membranes) | 4, Emergency caesarean (after labour and/or rupture of membranes)",,,,,,,This refers to the method by which a foetus is delivered.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_placedel,radio,Place of delivery,"1, At home | 2, Hospital/medical facility | 99, Unknown",,,,,,,This refers to the place of delivery of the foetus.,,,,,,,,,,,1,,,,,,,1,
neonate,NEWBORN OUTCOMES,nborn_ga,text,Gestational age (weeks),,number,0,,,,,This refers to the gestational age of the foetus (written in completed weeks). It can be calculated from the woman's last menstrual period (LMP) or calculated using the best obstetrical estimated due date (EDD) based on the following formula: Gestational Age = (28 - (EDD - Reference Date)) / 7. The reference date is the date in which you are trying to determine the gestational age.,,,,,,,,,,,1,,,,,,,1,
