Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
compl_thrombemb_yn,Thromboembolie,"1, Oui | 0, Non | 99, Inconnu",Défini comme l'occlusion de la lumière d'un vaisseau sanguin par un thrombus qui a migré d'un site distal via la circulation sanguine.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_thrombemb_pe,Si oui à la thromboembolie : Embolie pulmonaire (EP),"1, Oui | 0, Non | 99, Inconnu","Définie comme l'occlusion d'une artère pulmonaire par un thrombus, de l'air ou de la graisse. Diagnostic médical basé sur des signes cliniques et/ou des examens radiologiques (par exemple, angiographie pulmonaire par tomodensitométrie et/ou scintigraphie de ventilation/perfusion).",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_thrombemb_dvt,Si oui à la thromboembolie : Thrombose veineuse profonde (TVP),"1, Oui | 0, Non | 99, Inconnu","Définie comme la présence d'un caillot sanguin dans une veine profonde, principalement dans le membre inférieur, mais peut également toucher le bassin ou le membre supérieur. Les symptômes peuvent inclure une douleur, un gonflement, une chaleur et une rougeur dans la zone touchée. Le diagnostic du médecin repose sur des signes cliniques et/ou une imagerie diagnostique appropriée, par exemple une échographie.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_thrombemb_oth,Si oui à la thromboembolie : Autre thromboembolie (pas d'EP ou de TVP),"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence aux diagnostics thromboemboliques non spécifiés ci-dessus.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_thrombemb_spec,Si oui : préciser autre thromboembolie,,Ceci fait référence aux autres diagnostics thromboemboliques non spécifiés ci-dessus.,"Si « Autre », indiquez les autres diagnostics thromboemboliques que le patient a rencontrés à tout moment pendant l’hospitalisation.",,
compl_anaemia,Anémie,"1, Oui | 0, Non | 99, Inconnu","L'anémie est définie comme une réduction du nombre de globules rouges, de la quantité d'hémoglobine et/ou du volume de globules rouges concentrés. Cliniquement, l'anémie représente une réduction de la capacité de transport d'oxygène d'un volume de sang donné, résultant d'un déséquilibre entre la perte de sang (par hémorragie ou hémolyse) et la production de sang. Les signes et symptômes de l'anémie peuvent inclure une pâleur de la peau et des muqueuses, un essoufflement, des palpitations cardiaques, des souffles systoliques doux, une léthargie et une fatigabilité. Les seuils de l'Organisation mondiale de la santé sont utilisés pour définir l'anémie, par exemple chez les hommes adultes âgés de plus de 15 ans, l'anémie est définie par une hémoglobine < 130 g/L (< 8,1 mmol/L) ; pour les femmes non enceintes âgées de plus de 15 ans, les seuils sont < 120 g/L (< 7,4 mmol/L).",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_severebleed_yn,Saignement grave (nécessitant une intervention),"1, Oui | 0, Non | 99, Inconnu","Défini comme un saignement entraînant une altération hémodynamique nécessitant une intervention, à savoir une transfusion. Cela inclut les saignements de grade 3 ou 4 de l'échelle de l'Organisation mondiale de la santé (OMS).",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_severebleed_site,Si oui : Site(s) de saignement grave,"1, Peau | 7, Pétéchies | 2, Nez | 3, Gencives | 4, Appareil digestif | 5, Appareil urinaire | 6, Vagin | 88, Autre(s) | 99, Inconnu","Il s'agit de l'emplacement du ou des sites de saignement/hémorragie. Les pétéchies désignent de petites taches rougeâtres ou violacées sur la peau ou les muqueuses résultant d'une hémorragie localisée. Les saignements de nez désignent une hémorragie localisée dans le nez. Les saignements des gencives désignent une hémorragie affectant la gencive. Les saignements gastro-intestinaux (GI) désignent une hémorragie dans n'importe quel segment du tractus gastro-intestinal, de l'œsophage au rectum. Les saignements des voies urinaires désignent une hémorragie provenant de n'importe quelle partie du système urinaire. Les saignements vaginaux désignent une hémorragie provenant du vagin, sans rapport avec les règles normales.",Sélectionnez l’option(s) la(les) plus appropriée(s) correspondant à l’emplacement du ou des sites de saignement/hémorragie.,,
compl_severebleed_oth,Si autre : préciser le(s) autre(s) site(s) de saignement,,Cela fait référence à l’emplacement du ou des sites de saignement/hémorragie.,"Si « Autre », indiquez l’autre ou les autres sites où le patient a présenté un saignement/une hémorragie à tout moment depuis le début de cette maladie et sa présentation ou son admission.",,
compl_coagulatio,Trouble de la coagulation / CIVD,"1, Oui | 0, Non | 99, Inconnu","La coagulopathie (trouble de la coagulation) est définie comme une affection caractérisée par une déviation ou une interruption des propriétés normales de coagulation du sang (perturbation de la coagulation sanguine normale). La coagulation intravasculaire disséminée (CIVD) est définie comme un processus pathologique au cours duquel le sang commence à coaguler dans tout le corps. La CIVD aiguë est confirmée par la démonstration d'une augmentation de la production de thrombine (par exemple, diminution du fibrinogène) et d'une augmentation de la fibrinolyse (par exemple, augmentation des produits de dégradation de la fibrine et des D-dimères). Le diagnostic de CIVD chronique peut être largement basé sur la preuve d'une microangiopathie sur le frottis sanguin et sur des taux accrus de produits de dégradation de la fibrine et en particulier de D-dimères.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_acuterenal,Lésion rénale aiguë / insuffisance rénale aiguë,"1, Oui | 0, Non | 99, Inconnu","Une lésion rénale aiguë est définie lorsque l'un des critères suivants est rempli : la créatinine sérique augmente de >= 26 umol/L ou 0,3 mg/dL en 48 heures ; ou la créatinine sérique augmente de >= 1,5 fois par rapport à la valeur de référence, qui est connue ou présumée s'être produite dans les 7 jours précédents ; ou le débit urinaire est < 0,5 ml/kg/h pendant > 6 heures consécutives.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_uti,Infection des voies urinaires,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de réponses inflammatoires de l'épithélium des voies urinaires à des invasions microbiennes. Il s'agit souvent d'infections bactériennes associées à une bactériurie et une pyurie.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_rhabdomyol,Rhabdomyolyse,"1, Oui | 0, Non | 99, Inconnu","La rhabdomyolyse est un syndrome caractérisé par une nécrose musculaire et une libération de myoglobine dans le sang, résultant d'une lésion musculaire. Le diagnostic est posé chez un patient présentant soit une maladie neuromusculaire aiguë, soit une urine foncée sans autres symptômes, plus une augmentation aiguë marquée de la créatine kinase. La créatine kinase est généralement au moins cinq fois supérieure à la limite supérieure de la normale (il n'existe cependant pas de seuil diagnostique pour établir le diagnostic). La biopsie musculaire, l'électromyographie, l'imagerie radiologique et la présence de myoglobinurie ne sont pas nécessaires au diagnostic.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_myositis,Myosite,"1, Oui | 0, Non | 99, Inconnu","La myosite est définie comme un processus inflammatoire affectant les muscles squelettiques. Les causes incluent les infections, les blessures et les maladies auto-immunes. Il peut s'agir d'un diagnostic clinique appuyé par des preuves issues d'analyses de laboratoire, par exemple une augmentation de la créatine kinase sérique ; une confirmation histologique n'est pas nécessaire pour établir le diagnostic. La myosite peut survenir sans progression ultérieure vers une rhabdomyolyse.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_cellulitis_yn,Cellulite,"1, Oui | 0, Non | 99, Inconnu","Définie comme une inflammation aiguë, diffuse et suppurée du tissu conjonctif lâche, en particulier des tissus sous-cutanés profonds et parfois des muscles, qui est le plus souvent observée à la suite d'une infection. Le diagnostic repose sur des signes et symptômes cliniques, il peut être étayé par des preuves microbiologiques.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_cellulitis_site,Si oui : Site(s) de la cellulite,"1, Peau | 2, Nez | 3, Gencives | 4, Appareil digestif | 5, Appareil urinaire | 6, Vagin | 88, Autre | 99, Inconnu",Cela fait référence au(x) site(s) dans lequel(s) la cellulite a été identifiée.,"Sélectionnez le(s) site(s) le(s) plus approprié(s) dans lequel/lesquels la cellulite a été identifiée à un moment quelconque de l'hospitalisation. Si « Autre », précisez le(s) autre(s) site(s) dans l'espace prévu ci-dessous.",,
compl_cellulitis_other,Si autre : Préciser autre(s) site(s) de cellulite,,Ceci fait référence aux autres sites dans lesquels la cellulite a été identifiée.,"Si « Autre », indiquez le(s) site(s) où la cellulite a été identifiée à un moment quelconque pendant l’hospitalisation.",,
compl_eschar,Perte de tissu cutané ou escarre,"1, Oui | 0, Non | 99, Inconnu","L'escarre est définie comme une croûte sèche et sombre ou une chute de peau morte, généralement causée par une brûlure, une piqûre d'insecte (par exemple certaines infections à rickettsies) ou une infection à l'anthrax.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_bacteraemi,Bactériémie,"1, Oui | 0, Non | 99, Inconnu","Définie comme la présence de bactéries dans le sang, le plus souvent détectée par une hémoculture. Les épisodes de contamination artificielle suspectée d'une hémoculture ne doivent pas être enregistrés.","Indiquer « Oui » si une bactériémie est survenue à un moment quelconque de l'hospitalisation. Indiquer « Non » si aucune bactériémie n'est survenue ou si seules les bactéries cultivées sont considérées comme des contaminants cutanés (par exemple, des staphylocoques à coagulase négative ou des diphtéroïdes).",,
compl_hyperglyce,Hyperglycémie,"1, Oui | 0, Non | 99, Inconnu","Chez l'adulte, la glycémie est définie comme un taux anormalement élevé de glucose dans le sang, c'est-à-dire une glycémie constamment supérieure à 126 mg/dl ou 7 mmol/l. Chez l'enfant, la glycémie est définie comme une glycémie constamment supérieure à 8,3 mmol/l.",,,
compl_hypoglycem,Hypoglycémie,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'un taux anormalement bas de glucose dans le sang. Chez l'adulte, il s'agit d'un taux de glucose sanguin anormalement bas, c'est-à-dire d'une glycémie constamment inférieure à 70 mg/dl ou 4 mmol/l. Chez l'enfant, il s'agit d'une glycémie inférieure à 3 mmol/l.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_shock,Choc,"1, Oui | 0, Non | 99, Inconnu","Le choc désigne une insuffisance circulatoire, entraînant un apport d'oxygène insuffisant pour répondre aux besoins métaboliques cellulaires. Il est défini par la présence de deux des éléments suivants : preuve d'hypoperfusion (par exemple, remplissage capillaire > 2 secondes, peau moite et froide, pouls rapide/faible, état mental altéré), pression différentielle étroite (inférieure ou égale à 20 mmHg), hypotension pour l'âge et tachycardie (> 100 bpm).",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_reshock,Épisodes de ré-choc,"1, Oui | 0, Non | 99, Inconnu","Un nouveau choc ou choc récurrent est défini comme un épisode de choc distinct qui survient au moins 2 à 6 heures après la résolution clinique d'un épisode de choc initial, où la résolution clinique fait référence à une pression différentielle > 25 mmHg sans signe de perfusion altérée. Cela n'inclut pas le choc persistant (où aucune résolution n'est observée).",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_reshockep,Nombre d'épisodes de ré-choc,"1, 1 | 2, 2 | 3, 3 | 4, 4+ | 99, Inconnu",Cela fait référence au nombre de fois où un nouveau choc a été identifié pendant que le patient était hospitalisé.,"Si « Oui », sélectionnez l’option la plus appropriée qui correspond au nombre d’épisodes de ré-choc que le patient a subis à tout moment pendant l’hospitalisation.",,
compl_sepsis,État septique,"1, Oui | 0, Non | 99, Inconnu","Tel que défini par le groupe de travail SCCM/ESICM 2016 comme un dysfonctionnement organique potentiellement mortel causé par une réponse dérégulée de l'hôte à une infection avec les éléments suivants : Dysfonctionnement organique déterminé par un score d'évaluation séquentielle des défaillances organiques (SOFA) supérieur ou égal à 2 points (ou un score SOFA/qSOFA rapide supérieur ou égal à 2) ; et une infection diagnostiquée par un médecin (qui peut être étayée par des signes et symptômes cliniques, des preuves radiologiques et/ou microbiologiques).",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
compl_unlisted,Autre(s) complication(s),"1, Oui | 0, Non | 99, Inconnu",Ceci fait référence à d’autres complications non spécifiées ci-dessus.,"Préciser toute autre complication, non mentionnée ci-dessus, que le patient a rencontrée à un moment quelconque au cours de son hospitalisation.",,
inter_ivfluid,LIQUIDE PARENTERAL / IV,,,,,
inter_ivfluid_occur,Liquide parentéral/IV,"1, Oui | 0, Non | 99, Inconnu","Il s’agit d’un liquide intraveineux qui comprend des cristalloïdes, de l’albumine, de la gélatine, des amidons ou d’autres solutions.",Indiquez « Oui » si le patient a reçu des liquides par voie intraveineuse à tout moment pendant son hospitalisation.,,
inter_ivfluid_type,Si oui : sélectionnez tous les liquides parentéraux/IV qui ont été administrés,"1, Cristalloïde | 2, Albumine | 3, Gélatine | 4, Amidons | 88, Autre","Cela fait référence au type de liquide parentéral ou intraveineux (IV) prescrit en remplacement de liquide, d'électrolytes, de calories, de vitamines et d'autres substances nutritionnelles. Les liquides cristalloïdes font référence aux solutions de sels minéraux, notamment la solution saline normale (0,9 %), la solution de Ringer/Hartman lactate, le dextrose à 5 % dans l'eau, le dextrose à 10 % dans l'eau, la solution saline hypotonique et hypertonique, entre autres. L'albumine fait référence aux préparations intraveineuses d'albumine sérique humaine purifiée utilisées pour remplacer l'albumine perdue chez les patients souffrant d'hypoalbuminémie, pour traiter l'hypovolémie et l'ascite, et dans le cadre de certains kits d'imagerie diagnostique. Les solutions colloïdales d'albumine courantes comprennent l'albumine à 4 %, 5 % et 20 %, entre autres. La gélatine fait référence à un substitut colloïdal, isotonique, physiologiquement équilibré du volume plasmatique contenant de la gélatine succinylée et des électrolytes, avec des propriétés néphroprotectrices potentielles. Les liquides parentéraux à base de gélatine courants comprennent Gelaspan, Gelofusine, Geloplasma, Isoplex, entre autres. Les amidons font référence à une solution intraveineuse d'hydroxyéthylamidon (HES), un dérivé hydroxyéthylique synthétique non ionique de l'amidon utilisé comme expanseur plasmatique lorsqu'il est préparé dans une solution isotonique. Les liquides parentéraux colloïdaux synthétiques courants à base d'amidon comprennent les produits à base d'hydroxyéthylamidon (HES), entre autres.",Sélectionnez l’option(s) la(les) plus appropriée(s) correspondant au(x) liquide(s) parentéral(aux) administré(s).,,
inter_ivfluid_cryst,Volume total de cristalloïdes administré lors de l'admission (mL),,"Les fluides cristalloïdes font référence aux solutions de sels minéraux, notamment la solution saline normale (0,9 %), la solution de Ringer/Hartman lactate, le dextrose à 5 % dans l'eau, le dextrose à 10 % dans l'eau, la solution saline hypotonique et hypertonique, entre autres.",Enregistrez le volume total de liquide cristalloïde que le patient a reçu lors de son admission en millilitres (mL).,,
inter_ivfluid_albu,Volume total d'albumine administré lors de l'admission (mL),,"L'albumine désigne les préparations intraveineuses d'albumine sérique humaine purifiée utilisées pour remplacer l'albumine perdue chez les patients souffrant d'hypoalbuminémie, pour traiter l'hypovolémie et l'ascite, et dans le cadre de certains kits d'imagerie diagnostique. Les solutions colloïdales d'albumine courantes comprennent l'albumine à 4 %, 5 % et 20 %, entre autres.",Enregistrez le volume total de liquide d’albumine que le patient a reçu lors de son admission en millilitres (mL).,,
inter_ivfluid_gelat,Volume total de gélatine administré lors de l'admission (mL),,"La gélatine est un substitut colloïdal isotonique, physiologiquement équilibré, du volume plasmatique contenant de la gélatine succinylée et des électrolytes, avec des propriétés néphroprotectrices potentielles. Les liquides parentéraux à base de gélatine courants comprennent Gelaspan, Gelofusine, Geloplasma, Isoplex, entre autres.",Enregistrez le volume total de liquide gélatineux que le patient a reçu lors de son admission en millilitres (mL).,,
inter_ivfluid_star,Volume total d'amidon administré lors de l'admission (mL),,"Les amidons désignent une solution intraveineuse d'hydroxyéthylamidon (HES), un dérivé hydroxyéthylique synthétique non ionique de l'amidon utilisé comme extenseur de plasma lorsqu'il est préparé dans une solution isotonique. Les fluides parentéraux colloïdaux synthétiques courants à base d'amidon comprennent, entre autres, les produits à base d'hydroxyéthylamidon (HES).",Enregistrez le volume total d’amidons que le patient a reçu lors de son admission en millilitres (mL).,,
inter_ivfluid_oth,Si autre : Préciser l'autre fluide,,"Cela fait référence au type d’autres liquides que le patient a reçus, non mentionnés ci-dessus.",Écrivez l’autre type de liquide que le patient a reçu lors de son admission en millilitres (mL).,,
inter_ivfluid_othv,Volume total administré lors de l'admission (mL),,"Il s’agit du volume d’autres liquides que le patient a reçus, non mentionnés ci-dessus.",Enregistrez le volume de l’autre liquide que le patient a reçu lors de son admission en millilitres (mL).,,
inter_ivfluid_reas,Motif(s) de l'administration de liquide par voie intraveineuse (cochez toutes les réponses applicables),"1, Choc | 2, Hématocrite élevé/en hausse | 3, Anorexie | 4, Vomissements persistants | 88, Autre","Cela fait référence à la ou aux raisons (indications) de la thérapie liquidienne parentérale/intraveineuse (IV) à tout moment pendant l'admission. Si plusieurs indications sont indiquées, sélectionnez toutes celles qui s'appliquent. Le choc fait référence à une insuffisance circulatoire, entraînant un apport d'oxygène inadéquat pour répondre aux besoins métaboliques cellulaires. Il est défini par la présence de deux des éléments suivants : preuve d'hypoperfusion (p. ex., remplissage capillaire > 2 secondes, peau moite et froide et pouls rapide/faible, état mental altéré), pression différentielle étroite (inférieure ou égale à 20 mmHg), hypotension pour l'âge et tachycardie (> 100 bpm). Hématorite élevée/en hausse fait référence à une élévation au-dessus du rapport normal du volume de globules rouges au volume total de sang. Anorexie fait référence au manque ou à la perte d'appétit accompagnée d'une aversion pour la nourriture et de l'incapacité à manger.",Sélectionnez tout ce qui s'applique.,,
inter_ivfluid_reasoth,Si autre : Précisez l'autre raison pour l'administration de liquide IV,,Il s’agit de la ou des raisons (indications) justifiant une thérapie liquidienne parentérale/intraveineuse (IV) à tout moment au cours de l’admission.,"Si « Autre », précisez la ou les raisons (indications) de la thérapie liquidienne parentérale / intraveineuse (IV) à tout moment pendant l'admission.",,
inter_ivfluid_start,Date de début de la première perfusion de liquide,,Il s’agit de la date à laquelle le premier liquide parentéral/intraveineux (IV) a été administré.,Saisissez la date au format JJ/MM/AAAA.,,
inter_ivfluid_end,Date de fin de la dernière perfusion de liquide IV,,Il s'agit de la date à laquelle la dernière administration de liquide parentéral/intraveineux (IV) a été interrompue.,Saisissez la date au format JJ/MM/AAAA.,,
inter_bpt,TRANSFUSION DE PRODUITS SANGUINS,,,,,
inter_bpt_yn,Transfusion de produits sanguins,"1, Oui | 0, Non | 99, Inconnu","Il s’agit d’une transfusion de sang (sang total ou concentré de globules rouges) ou d’autres produits sanguins excluant les immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (PFC), FP24, PF-24, cryoprécipité, concentré de protéine C, surnageant de cryoprécipité ou un facteur de coagulation non recombinant spécifique) à tout moment à la date de l’évaluation.","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à un moment quelconque de son admission. Si « Oui », sélectionnez le(s) produit(s) ci-dessous.",,
inter_bpt_type,Si oui : sélectionnez toutes les transfusions de produits sanguins qui ont été administrées,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total/globules rouges concentrés | 4, Plasma frais congelé | 5, Concentré de fibrinogène","Il s'agit d'une transfusion de sang (sang total ou concentré de globules rouges) ou d'autres produits sanguins à l'exclusion des immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (PFC), FP24, PF-24, cryoprécipité, concentré de protéine C, surnageant de cryoprécipité ou facteur de coagulation non recombinant spécifique) à tout moment à la date de l'évaluation. Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou leur réinfusion au donneur. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophile (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Le concentré de globules rouges désigne les globules rouges d'une unité de sang total après élimination de la majeure partie du plasma, ce qui laisse une unité avec un hématocrite d'environ 60 %. Le plasma frais congelé désigne le plasma séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour les transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant au(x) produit(s) sanguin(s) qui ont été administrés.,,
inter_bpt_plate,"Plaquettes, nombre total d'unités",,Les plaquettes font référence au transfert de plaquettes sanguines d'un donneur à un receveur ou à la réinfusion au donneur.,Enregistrez le nombre total d’unités reçues par le patient lors de son admission.,,
inter_bpt_cryo,"Cryoprécipité, nombre total d'unités",,"Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophile (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophile (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine.",Enregistrez le nombre total d’unités reçues par le patient lors de son admission.,,
inter_bpt_rbc,"Sang total/globules rouges concentrés, nombre total d'unités",,"Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Le concentré de globules rouges désigne les globules rouges d'une unité de sang total après élimination de la majeure partie du plasma, ce qui laisse une unité avec un hématocrite d'environ 60 %.",Enregistrez le nombre total d’unités reçues par le patient lors de son admission.,,
inter_bpt_ffp,"Plasma frais congelé (PFC), nombre total d'unités",,Le plasma frais congelé fait référence au plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d’être utilisé pour les transfusions sanguines.,Enregistrez le nombre total d’unités reçues par le patient lors de son admission.,,
inter_bpt_fibrin,"Concentré de fibrinogène, nombre total d'unités",,"Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Enregistrez le nombre total d’unités reçues par le patient lors de son admission.,,
inter_ivimmunogl,Immunoglobuline intraveineuse,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence aux préparations d'immunoglobulines utilisées en perfusion intraveineuse, contenant principalement de l'immunoglobuline G (IgG). Des exemples de préparations commerciales d'immunoglobulines intraveineuses IVIG comprennent Octagam®, Intragam P®, KIOVIG®, Flebogamma 5% DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® et Privigen®.",Indiquez « Oui » si le patient a reçu des immunoglobulines intraveineuses à tout moment pendant son admission.,,
inter_diuretics,Diurétiques,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une classe d'agents qui augmentent la production d'urine par les reins. Par divers mécanismes d'action, les diurétiques retiennent l'eau dans l'urine, fournissant ainsi un moyen de diurèse forcée.",Indiquez « Oui » si le patient a reçu un traitement diurétique à tout moment pendant son admission.,,
inter_nacetylcys,N-acétylcystéine,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'un dérivé N-acétylé de la cystéine ; utilisé comme agent mucolytique pour réduire la viscosité des sécrétions muqueuses.,Indiquez « Oui » si le patient a reçu de la N-acétylcystéine (NAC) à tout moment lors de son admission.,,
inter_fluiddrain,Drainage des fluides,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la procédure d’élimination du liquide de l’espace pleural ou de la cavité péritonéale.,Indiquez « Oui » si un drainage de liquide de la cavité pleurale ou péritonéale a été effectué à tout moment pendant l’admission.,,
inter_fluiddrain_reas,Si oui : Raison de ce drainage,"1, Ascite | 2, Épanchement pleural",Il s'agit de la raison (indication) du drainage du liquide. L'ascite désigne l'accumulation anormale de liquide dans la cavité péritonéale. L'épanchement pleural désigne la présence de liquide dans la cavité pleurale résultant d'une transsudation ou d'une exsudation excessive des surfaces pleurales.,Sélectionnez l’option la plus appropriée correspondant à la raison (indication) du drainage du liquide.,,
inter_plasmaex,Plasmaphérèse / échange plasmatique,"1, Oui | 0, Non | 99, Inconnu","La plasmaphérèse (échange de plasma) désigne la séparation extracorporelle des composants sanguins, permettant d'obtenir un produit filtré. Les méthodes utilisées comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration du plasma.",Indiquez « Oui » si le patient a reçu une plasmaphérèse à un moment quelconque de son admission.,,
inter_plasmadur,Si oui : Jours de prise en charge par échange plasmatique pendant l'admission,,"Il s'agit du nombre total de jours calendaires pendant lesquels le patient a bénéficié d'un échange plasmatique (plasmaphérèse). La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, permettant d'obtenir un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Écrivez le nombre total de jours calendaires pendant lesquels le patient a été sous assistance plasmatique (plasmaphérèse).,,
inter_suppleo2,De l'oxygène supplémentaire ?,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence à toute méthode d’oxygénothérapie qui peut être administrée via une canule nasale, un masque ou une ventilation non invasive ou invasive.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque de son hospitalisation.,,
inter_o2support_type,Si oui : sélectionnez tous les types d’assistance respiratoire reçus par le patient,"1, Canule nasale | 2, Masque facial | 3, Oxygène nasal à haut débit | 4, Ventilation non invasive | 5, Ventilation invasive | 6, ECLS/ECMO | 99, Inconnu","Cela fait référence au mode dans lequel le patient a reçu de l'oxygène supplémentaire à tout moment pendant l'hospitalisation. La ventilation non invasive fait référence à la fourniture d'une assistance ventilatoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire. La ventilation invasive signifie que le patient a subi une intubation trachéale, dans le but d'une ventilation mécanique invasive. La ventilation invasive est une méthode d'assistance mécanique ou de remplacement de la respiration spontanée chez les patients en utilisant un dispositif motorisé qui force l'air oxygéné dans les poumons. Le mode d'intubation peut être orotrachéal, nasotrachéal ou via une cricothyrotomie ou une trachéotomie. L'oxygénation extracorporelle par membrane (ECMO), également appelée assistance respiratoire extracorporelle (ECLS), fait référence à l'application d'un système de maintien des fonctions vitales qui fait circuler le sang à travers un système d'oxygénation, qui peut être constitué d'une pompe, d'un oxygénateur à membrane et d'un échangeur de chaleur.",Sélectionnez tous les types d’assistance respiratoire que le patient a reçu à tout moment pendant l’hospitalisation.,,
inter_suppleo2_flow,Débit maximal d'O2 (L/min),"1, <2 L/min | 2, 2-5 L/min | 3, 6-10 L/min | 4, 11-15 L/min | 5, >15 L/min | 99, Inconnu",Il s’agit du volume maximal de débit d’O2 délivré au patient à tout moment pendant l’hospitalisation.,Sélectionnez le volume de débit maximal d’O2 délivré au patient à tout moment pendant l’hospitalisation.,,
inter_o2therapyd,Nombre de jours calendaires pendant lesquels le patient a reçu une assistance respiratoire lors de son admission,,Il s'agit du nombre total de jours calendaires pendant lesquels le patient a reçu cette assistance respiratoire lors de son admission (y compris son utilisation à tout moment pendant l'admission).,Écrivez le nombre total de jours calendaires pendant lesquels le patient a reçu cette assistance respiratoire lors de son admission (y compris l'utilisation à tout moment pendant l'admission).,,
inter_hfnodur,Nombre de jours calendaires pendant lesquels le patient a reçu de l'oxygène nasal à haut débit,,Il s’agit du nombre total de jours calendaires pendant lesquels le patient a reçu de l’oxygène nasal à haut débit.,Écrivez le nombre total de jours calendaires pendant lesquels le patient a reçu de l’oxygène nasal à haut débit lors de son admission (y compris l’utilisation à tout moment pendant l’admission).,,
inter_nivent,Type de ventilation non invasive,"1, CPAP | 2, BIPAP | 88, Autre | 99, Inconnu","L'assistance respiratoire non invasive (VNI) consiste à fournir une assistance respiratoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire. Elle comprend une canule nasale à haut débit, une ventilation en pression positive continue (PPC) et une ventilation en pression positive à deux niveaux (BPAP).",Sélectionnez l’option la plus appropriée correspondant au type de ventilation non invasive utilisé.,,
inter_nivent_oth,Si autre : Préciser le type de ventilation non invasive,,,,,
